Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
Quilicura,tanahlot267,4,2.0,67.0,78.0,1.0,Todo Propiedades,90.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
PuenteAlto,AvenidaMexico/VolcánLicanbur,2,1.0,46.0,60.0,1.0,Unne,60.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,Paicaví,3,3.0,99.0,137.0,1.0,Unne,179.02,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
EstaciónCentral,Noespecifica,3,1.0,74.0,170.0,1.0,Zm Propiedades,118.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
LasCondes,santazita9304,3,1.0,67.0,306.0,3.0,Todo Propiedades,205.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,CaminodelMaillín3.300,5,5.0,357.0,1190.0,2.0,Mi Llave,1010.76,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Colina,ParqueBrisasNorte,3,3.0,114.0,402.0,2.0,Houm,249.13,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,CaminoSanAntonio,5,6.0,840.0,2300.0,6.0,Todo Propiedades,1921.86,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,laviña,4,2.0,100.0,120.0,2.0,Todo Propiedades,75.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Ñuñoa,5470,3,2.0,180.0,180.0,2.0,Todo Propiedades,248.77,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
Quilicura,figueras023,3,3.0,78.0,121.0,2.0,Todo Propiedades,138.8,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
LoBarnechea,Golflomasdeladehesa,5,5.0,400.0,1200.0,6.0,Todo Propiedades,1388.01,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Pudahuel,Latepapudahuelsantiago,3,2.0,100.0,75.0,2.0,Todo Propiedades,105.0,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
LasCondes,LasTortolas,6,6.0,350.0,1300.0,2.0,Todo Propiedades,1060.58,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Colina,Chicureo/PiedraRoja,3,3.0,140.0,500.0,2.0,Unne,491.14,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Pudahuel,Lican7423,2,1.0,53.0,125.0,2.0,Todo Propiedades,87.0,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
Providencia,Granoportunidad...!!!sevendecasaresidencialenprovidencia,3,2.0,140.0,330.0,2.0,Grupo Premium Propiedades Santiago,516.05,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Lampa,Caciquecolin,6,3.0,160.0,250.0,1.0,Todo Propiedades,85.0,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
SanMiguel,Tannenbaum/petersburgo,7,3.0,200.0,202.0,3.0,Procasa Adrián Ulloa Propiedades,260.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
SanJoaquín,Loncoche6140,6,5.0,170.0,259.0,3.0,Todo Propiedades,195.0,11,10.6,crítico,147,141.7,medio,322,310.5,medio,217,209.2,alto,597,575.7,alto,18,17.4,medio,Sur
PuenteAlto,Holanda035,4,2.0,116.0,318.0,5.0,Todo Propiedades,199.3,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,losfrailes,3,3.0,89.0,104.0,1.0,Todo Propiedades,160.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaGranja,lagranja,3,2.0,90.0,110.0,1.0,Todo Propiedades,97.0,8,6.6,alto,168,138.6,medio,325,268.2,medio,242,199.7,alto,997,822.8,alto,31,25.6,alto,Sur
Providencia,AvSalvador/Providencia,10,6.0,487.0,509.0,2.0,Unne,785.86,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Vitacura,Noespecifica,4,3.0,96.0,230.0,2.0,Zm Propiedades,533.85,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,Avdalascondes/sanjosedelasierra/escrivadebalaguer,4,3.0,165.0,170.0,1.0,Grupo Inovo,426.72,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Maipú,lasnacionesesquinaunosur,5,2.0,104.0,154.0,2.0,Mi Llave,129.19,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaFlorida,calleMariaCristina6679,4,3.0,117.0,138.0,2.0,Todo Propiedades,233.11,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
SanBernardo,Loherrera,5,4.0,138.0,836.0,3.0,Mi Llave,455.55,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Peñaflor,Miraflores1337,4,3.0,120.0,380.0,2.0,Unne,256.25,3,2.9,medio,213,204.6,alto,407,390.9,alto,124,119.1,medio,259,248.8,medio,18,17.3,medio,Surponiente
LasCondes,MiradordeSanDamian,5,6.0,650.0,2250.0,6.0,Todo Propiedades,2847.2,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Peñalolén,Noespecifica,7,2.0,180.0,234.0,2.0,Todo Propiedades,140.0,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Santiago,HéctorBarrueto522,5,4.0,260.0,190.0,1.0,Todo Propiedades,240.0,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
LoBarnechea,LagunadeloBarnechea,6,5.0,234.0,603.0,2.0,Todo Propiedades,675.85,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
PadreHurtado,AntoniGaudí1992,4,2.0,75.0,85.0,1.0,Todo Propiedades,87.0,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
PuenteAlto,protectoradelainfancia,4,3.0,136.0,160.0,1.0,Todo Propiedades,185.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Peñalolén,MetroGrecia8minutoscaminando,4,2.0,129.0,325.0,2.0,Todo Propiedades,230.0,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Peñalolén,-condominiocasagrande-antupirén,5,4.0,180.0,426.0,4.0,Nexxos,355.9,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PuenteAlto,LosDiáconos3190,3,3.0,95.0,136.0,2.0,Maritza Andrea Pelayo Lobos,167.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Renca,Topocalma5808,2,1.0,30.0,100.0,2.0,Unne,45.0,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
LasCondes,Alonsodecamargoconmanquehue,5,3.0,300.0,600.0,3.0,Nexxos,480.46,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,NemesioVicuña,3,1.0,61.0,81.0,1.0,Nexxos,84.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LoBarnechea,LaErmitadeSanAntonio,5,2.0,60.0,80.0,1.0,Todo Propiedades,99.0,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LaCisterna,salas9090,6,5.0,176.0,210.0,2.0,Todo Propiedades,170.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
PedroAguirreCerda,PedroAguirreCerda,5,4.0,270.0,198.0,2.0,Agente Propiedades,209.98,9,8.5,crítico,206,193.4,alto,317,297.7,medio,232,217.8,alto,701,658.2,alto,28,26.3,alto,Sur
LasCondes,rioguadiana8936,7,2.0,152.0,170.0,1.0,Todo Propiedades,250.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PadreHurtado,Noespecifica,3,3.0,77.0,136.0,2.0,Todo Propiedades,166.92,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
LoBarnechea,CalleParque/AvLaDehesa,5,3.0,203.0,603.0,2.0,Vivaqui Propiedades,800.78,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
SanMiguel,CoyhaiqueCasiEsquinaSanIgnacio,3,1.0,112.0,660.0,2.0,Todo Propiedades,790.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
PuenteAlto,CiudaddelEste-ElBauble,3,2.0,88.0,198.0,2.0,Nexxos,145.92,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Ñuñoa,estadionacional,3,1.0,75.0,100.0,2.0,Todo Propiedades,160.0,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
Vitacura,BlaiseCendrars,3,2.0,120.0,350.0,2.0,Todo Propiedades,480.46,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
EstaciónCentral,AngelBustamante,7,2.0,161.0,183.0,3.0,Unne,149.12,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Peñalolén,Peñalolén,3,2.0,200.0,245.0,6.0,Agente Propiedades,711.44,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LasCondes,Federicogarcialorca7097,4,2.0,136.0,308.0,4.0,Todo Propiedades,523.17,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
EstaciónCentral,Paraguay4200-4500,2,2.0,138.0,352.0,4.0,Todo Propiedades,480.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
SanBernardo,WafoconGeneralUrrutia,3,1.0,65.0,80.0,2.0,Mi Llave,74.5,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LaFlorida,SanJosedeLaEstrella,3,1.0,120.0,140.0,1.0,Unne,70.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PuenteAlto,3D3B2ETerrandina/Av.Tobalaba,3,3.0,88.0,144.0,3.0,Easyprop,153.04,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,SilvaCarvallo,4,3.0,118.0,191.0,3.0,Easyprop,187.92,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Maipú,SalardeHuasco,3,3.0,75.0,97.0,1.0,Easyprop,140.62,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,AvenidaChicureo,5,5.0,245.0,745.0,2.0,Easyprop,658.42,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
CerroNavia,HipólitoSalas1430,7,5.0,204.0,204.0,2.0,Todo Propiedades,139.0,8,5.7,alto,155,109.5,medio,268,189.4,bajo,287,202.8,alto,930,657.2,alto,39,27.6,alto,Norponiente
LaFlorida,LaFlorida,3,1.0,90.0,120.0,1.0,Agente Propiedades,124.56,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Peñalolén,Peñalolén,6,4.0,298.0,164.0,2.0,Difusion Propiedades,444.88,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
PuenteAlto,Parquecordillera/Lasvioletas,3,2.0,73.0,168.0,1.0,Procasa Inmobiliaria Echagüe,171.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Vitacura,Dr.AlfredoAlmeyda6200,4,3.0,260.0,500.0,3.0,Unne,871.96,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
PuenteAlto,PuenteAlto,2,1.0,65.0,120.0,2.0,Agente Propiedades,100.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
PuenteAlto,PuenteAlto,4,2.0,120.0,140.0,1.0,Agente Propiedades,120.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
SanJosédeMaipo,loscanelos20SanJosedeMaipo,5,2.0,144.0,500.0,2.0,Todo Propiedades,263.37,0,0.0,bajo,47,245.7,crítico,81,423.4,alto,13,68.0,bajo,21,109.8,bajo,9,47.0,crítico,Suroriente
LaCisterna,LaCisterna,5,3.0,182.0,390.0,3.0,Agente Propiedades,360.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
Providencia,Providencia,4,4.0,600.0,1000.0,4.0,Agente Propiedades,755.5,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LasCondes,Avda.FranciscoBilbao,3,2.0,150.0,240.0,2.0,Propital,480.46,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaCisterna,LaCisterna,8,2.0,150.0,580.0,4.0,Agente Propiedades,230.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
Vitacura,Noespecifica,6,5.0,450.0,5000.0,8.0,Todo Propiedades,3203.1,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Lampa,CondominioLasPircasdeChicauma,3,3.0,100.0,224.0,1.0,Mi Llave,206.42,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
LasCondes,Tezcuco1160,4,3.0,90.0,252.0,2.0,Todo Propiedades,338.1,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,RicardoCox/IsabellaCatólica,1,5.0,203.0,800.0,6.0,Easyprop,854.16,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,Metroelisacorrea,3,1.0,80.0,100.0,2.0,FAVREAU GESTIÓN INMOBILIARIA,115.0,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
Providencia,GeneralCórdova/ManuelMontt,3,2.0,146.0,210.0,2.0,Easyprop,480.46,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
PuenteAlto,Caletaportalespuentealto,2,2.0,80.0,100.0,1.0,Todo Propiedades,80.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LasCondes,LasCondes,6,3.0,120.0,288.0,3.0,Agente Propiedades,295.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Lampa,Lampa,3,3.0,115.0,115.0,1.0,Agente Propiedades,164.43,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
PuenteAlto,lamoldurapuentealto,4,1.0,70.0,80.0,1.0,Todo Propiedades,55.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Vitacura,Locurro,10,7.0,600.0,6000.0,10.0,Vivaqui Propiedades,1352.42,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Santiago,Galvarino,7,2.0,128.0,228.0,1.0,Todo Propiedades,174.39,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
PuenteAlto,Sargentomenadier2010,1,1.0,45.0,45.0,1.0,Todo Propiedades,30.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaFlorida,LaFloridaAlto/2estacionamiento,3,3.0,114.0,299.0,2.0,Acom Propiedades,320.31,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PuenteAlto,Lasdalias,2,1.0,50.0,129.0,1.0,Unne,94.31,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
QuintaNormal,lossuspiros2815,6,3.0,240.0,200.0,2.0,Unne,220.66,10,7.1,alto,167,119.2,medio,343,244.9,medio,733,523.4,crítico,1502,1072.4,crítico,40,28.6,alto,Norponiente
PuenteAlto,BomberoJulioBustamante,2,1.0,49.0,104.0,2.0,Unne,65.84,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Cerrillos,AvAeropuertoconFernándezAlbano4dormitorios2baños,4,2.0,106.0,112.0,1.0,Grupo Premium Propiedades Santiago,139.7,4,4.5,medio,163,181.4,alto,422,469.6,alto,381,424.0,crítico,923,1027.2,crítico,24,26.7,alto,Surponiente
Vitacura,Hualtatas-tabancura,5,3.0,160.0,160.0,3.0,Todo Propiedades,462.67,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
PuenteAlto,PuenteAlto,4,3.0,155.0,150.0,2.0,Agente Propiedades,190.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Santiago,EscultorRebecaMatte,3,2.0,210.0,1800.0,4.0,Urbalia,622.83,55,10.4,crítico,488,92.6,bajo,1822,345.7,medio,1805,342.5,crítico,5993,1137.2,crítico,163,30.9,crítico,Centro
ElBosque,sanclemente,3,1.0,90.0,65.0,1.0,Mi Llave,50.0,12,7.0,alto,155,90.5,bajo,307,179.3,bajo,379,221.4,alto,1133,661.8,alto,40,23.4,alto,Sur
Maipú,Villalaarboleda,4,2.0,10875.0,10875.0,1.0,Easyprop,110.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
EstaciónCentral,Camilohenriquezvillajosecardijin,3,1.0,240.0,240.0,1.0,Easyprop,185.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Colina,AvenidaPadreSergioCorrea,4,4.0,250.0,607.0,4.0,Houm,524.95,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
SanMiguel,Metrociudaddelniño,4,1.0,160.0,200.0,1.0,Easyprop,164.9,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
CerroNavia,Casaesquinade4d+2b+depto.Independientecon1d+1b+estc.,4,2.0,119.0,144.0,3.0,Corredorpro Spa,99.0,8,5.7,alto,155,109.5,medio,268,189.4,bajo,287,202.8,alto,930,657.2,alto,39,27.6,alto,Norponiente
LaReina,Echeñique,4,4.0,140.0,204.0,2.0,Nexxos,480.46,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
Maipú,Maipú,4,2.0,92.0,128.0,1.0,Agente Propiedades,105.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
SanMiguel,SanMiguel,9,5.0,364.0,303.0,1.0,Agente Propiedades,610.0,4,2.9,medio,180,128.8,medio,436,312.0,medio,574,410.8,crítico,1066,762.9,alto,24,17.2,medio,Sur
Maipú,SeVendeCasaAisladaVillaLosHeroesenMaipu,4,2.0,90.0,160.0,3.0,Mi Llave,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaReina,LaReina,3,2.0,91.0,117.0,1.0,Agente Propiedades,226.0,1,1.0,bajo,309,308.6,crítico,481,480.4,alto,250,249.7,alto,341,340.6,medio,14,14.0,medio,Nororiente
LaCisterna,LaCisterna,5,2.0,182.0,390.0,3.0,Bustos & Asociados,360.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
SanJoaquín,Av.Departamentalag-60808/duquedealba,3,1.0,145.0,160.0,1.0,Propiedades Centro Santiago SPA,110.33,11,10.6,crítico,147,141.7,medio,322,310.5,medio,217,209.2,alto,597,575.7,alto,18,17.4,medio,Sur
Ñuñoa,Hernancortes/suecia,4,3.0,173.0,200.0,1.0,Italprop Propiedades,420.0,3,1.2,medio,422,162.5,medio,914,351.9,medio,629,242.2,alto,1175,452.4,medio,24,9.2,bajo,Nororiente
SanJosédeMaipo,Lasvertientes,3,2.0,140.0,1017.0,6.0,Easyprop,271.91,0,0.0,bajo,47,245.7,crítico,81,423.4,alto,13,68.0,bajo,21,109.8,bajo,9,47.0,crítico,Suroriente
SanBernardo,JuanPabloII,3,1.0,53.0,72.0,1.0,Grupo Premium Propiedades Santiago,72.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Renca,Pisagua,2,1.0,60.0,72.0,1.0,Houm,95.0,12,7.4,alto,185,113.8,medio,406,249.8,medio,346,212.9,alto,1109,682.4,alto,30,18.5,medio,Norponiente
Pudahuel,Pudahuel,3,1.0,73.0,231.0,1.0,Agente Propiedades,150.0,11,4.3,medio,340,131.5,medio,788,304.8,medio,410,158.6,medio,1760,680.8,alto,44,17.0,medio,Norponiente
PuenteAlto,Entrenonatocoo/bahiaingles,3,2.0,56.0,80.0,1.0,Mi Llave,112.61,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LaCisterna,Loslirios,5,2.0,115.0,215.0,3.0,Houm,198.0,8,7.9,alto,170,167.8,medio,363,358.3,medio,523,516.2,crítico,1137,1122.3,crítico,31,30.6,crítico,Sur
Maipú,Oportunidadbellacasaesquina180m24d,4,3.0,160.0,180.0,5.0,Unne,140.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LaGranja,VentaCasa3DormitoriosLaGranja,3,3.0,142.0,160.0,1.0,Invierte Propiedades,97.0,8,6.6,alto,168,138.6,medio,325,268.2,medio,242,199.7,alto,997,822.8,alto,31,25.6,alto,Sur
Maipú,Maipú,4,3.0,117.0,140.0,3.0,Agente Propiedades,173.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
PuenteAlto,lavendimiaconlatopeadura,3,2.0,112.0,258.0,2.0,Nexxos,100.0,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
Maipú,Ax58731av.Cuatroponienteax/gabrielgonzalezvidela,3,2.0,100.0,126.0,2.0,Propiedades Centro Santiago SPA,125.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
EstaciónCentral,CarlotaCarrasco/Av.BernardoO’Higgins,6,3.0,484.0,437.0,1.0,Schumacher Propiedades,560.0,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Colina,Colina,6,6.0,380.0,3600.0,8.0,PROPERTY BROKER  Gestión Inmobiliaria,882.63,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,Caminolasflores11000,3,9.0,644.0,3460.0,7.0,Unne,1779.5,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaGranja,IgnacioSerranoesquinaSantaRosa,6,6.0,158.0,213.0,3.0,Unne,125.0,8,6.6,alto,168,138.6,medio,325,268.2,medio,242,199.7,alto,997,822.8,alto,31,25.6,alto,Sur
