Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,Realtor,Price_CLP_MM,F_homicidio,T_homicidio,R_homicidio,F_rlh,T_rlh,R_rlh,F_rlnh,T_rlnh,R_rlnh,F_r_veh,T_r_veh,R_r_veh,F_r_violencia,T_r_violencia,R_r_violencia,F_violacion,T_violacion,R_violacion,Sector
PadreHurtado,PasajeUno&PasajeCuatro,3,2.0,51.0,72.0,1.0,Gesinprop Gestión Inmobiliaria,72.0,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
LaFlorida,ColegioBoston,6,4.0,250.0,810.0,2.0,Invictus Spa,455.55,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LasCondes,Otoñal,8,6.0,372.0,1049.0,5.0,Agustín Fuenzalida Propiedades,1014.32,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Lasflores,10,5.0,762.0,3460.0,10.0,Agustín Fuenzalida Propiedades,1779.5,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,VitalApoquindo,5,5.0,295.0,625.0,2.0,Agustín Fuenzalida Propiedades,889.75,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Sanramon,4,3.0,170.0,410.0,2.0,Agustín Fuenzalida Propiedades,708.24,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,LasFlores/Cerrocatedral,5,4.0,241.0,400.0,1.0,Agustín Fuenzalida Propiedades,694.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,LasTortolas,6,5.0,454.0,820.0,6.0,Agustín Fuenzalida Propiedades,1014.32,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Viguela,5,4.0,273.0,811.0,3.0,Agustín Fuenzalida Propiedades,871.6,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Lafuente,7,5.0,280.0,980.0,6.0,Agustín Fuenzalida Propiedades,978.37,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,CerroCalan,5,5.0,350.0,1393.0,6.0,Agustín Fuenzalida Propiedades,1032.11,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,CaminoLasHojas,5,4.0,260.0,536.0,4.0,Agustín Fuenzalida Propiedades,1218.96,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,LasCondesas,6,5.0,270.0,1315.0,2.0,Agustín Fuenzalida Propiedades,1060.58,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Colina,Avda.Chicureo,6,8.0,1046.0,4820.0,16.0,Agustín Fuenzalida Propiedades,3381.05,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,Camarico,5,5.0,362.0,1074.0,4.0,Agustín Fuenzalida Propiedades,871.96,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,Guacoldayrengo,5,3.0,161.0,352.0,3.0,Nexxos,238.45,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
PadreHurtado,SantaHerminia1356casa38condominioLagunadelSol,4,3.0,115.0,321.0,2.0,Vivaqui Propiedades,226.71,5,6.4,alto,150,192.1,alto,327,418.7,alto,96,122.9,medio,203,260.0,medio,17,21.8,medio,Surponiente
Huechuraba,JNRFueradeCondominio,5,4.0,140.0,350.0,2.0,Nieto & Stone Propiedades,316.75,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Huechuraba,SP.Casafueradecondominio,5,4.0,136.0,434.0,2.0,Nieto & Stone Propiedades,380.46,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Maipú,RafaelDucosFigueroa,6,2.0,90.0,128.0,1.0,Gesinprop Gestión Inmobiliaria,120.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,SantaLuisadeChicureo,6,4.0,487.0,5022.0,5.0,Invictus Spa,889.75,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LoBarnechea,BernardoLarraín,7,6.0,600.0,1500.0,10.0,Viel la Dehesa SPA,2135.4,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,CarolinaRabat/LoRecabarren,7,7.0,544.0,1001.0,3.0,Viel la Dehesa SPA,1708.32,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,Clubdegolflaslomas-ladehesa-lobarnechea,5,7.0,550.0,1200.0,3.0,Viel la Dehesa SPA,1761.7,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Condominioclubdegolflaslomas,8,7.0,690.0,1159.0,2.0,Viel la Dehesa SPA,1957.45,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Losnogales,5,4.0,280.0,700.0,2.0,Viel la Dehesa SPA,1156.68,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,Raullabbe,4,2.0,220.0,3858.0,6.0,Viel la Dehesa SPA,1990.9,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,Santamaria,4,3.0,1355.0,4047.0,12.0,Viel la Dehesa SPA,2669.25,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,SportFrances,5,4.0,160.0,276.0,2.0,Propiedades Viel SpA,729.6,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,Vitacura/RaúlDuffy,3,3.0,100.0,369.0,2.0,Propiedades Viel SpA,565.88,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,Valleescondido,5,5.0,440.0,1140.0,3.0,Propiedades Viel SpA,1957.45,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,Santamariademanquehue,4,4.0,582.0,1178.0,5.0,Propiedades Viel SpA,1601.55,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,MiradordelPlomo,4,3.0,280.0,736.0,2.0,Viel Propiedades dos Ltda.,1067.7,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Paine,CondominioLosBosquesDeAculeo,3,3.0,150.0,6000.0,5.0,Viel Propiedades dos Ltda.,252.69,1,1.2,medio,230,268.2,crítico,435,507.2,crítico,98,114.3,medio,212,247.2,medio,23,26.8,alto,Sur
Paine,Pintué,4,2.0,350.0,5000.0,8.0,Viel Propiedades dos Ltda.,516.05,1,1.2,medio,230,268.2,crítico,435,507.2,crítico,98,114.3,medio,212,247.2,medio,23,26.8,alto,Sur
LasCondes,FélixDeAmesti/DelInca,6,5.0,456.0,666.0,3.0,Viel Propiedades dos Ltda.,953.81,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Providencia,LosEspañoles/PedrodeValdiviaNorte,6,3.0,239.0,322.0,2.0,Viel Propiedades dos Ltda.,763.76,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
LasCondes,Alonsodecamargo/ivcentenario,4,3.0,100.0,251.0,3.0,Viel Propiedades dos Ltda.,334.55,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Vitacura,ViaAurora-GranVia,5,4.0,306.0,900.0,2.0,OSSANDON CORREDORES ASOCIADOS S.A.,1138.88,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,CaminoReal-GolfdeManquehue,5,4.0,200.0,450.0,4.0,OSSANDON CORREDORES ASOCIADOS S.A.,619.27,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,TomasMoro-Latadía,3,2.0,100.0,348.0,2.0,OSSANDON CORREDORES ASOCIADOS S.A.,498.26,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,CaminoLasHualtatas-PedroLiraUrquieta,5,4.0,371.0,905.0,5.0,OSSANDON CORREDORES ASOCIADOS S.A.,1313.27,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,GolfLomasdeLaDehesa-Av.LaDehesa,6,4.0,359.0,1630.0,5.0,OSSANDON CORREDORES ASOCIADOS S.A.,1388.01,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,CaminodeLaLaguna-Cam.Huinganal,5,4.0,236.0,830.0,3.0,OSSANDON CORREDORES ASOCIADOS S.A.,993.49,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,CaminodeLaLaguna-Cam.Huinganal,5,4.0,236.0,742.0,3.0,OSSANDON CORREDORES ASOCIADOS S.A.,946.87,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,ManquehueNorte,4,3.0,125.0,304.0,2.0,Manterola Propiedades.,544.53,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LasCondes,Altolascondes,9,5.0,330.0,924.0,4.0,Manterola Propiedades.,996.52,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,CaminoLasFlores,5,4.0,280.0,962.0,6.0,Manterola Propiedades.,889.75,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Vitacura,LasHualtatasconLuiscarrera,6,5.0,300.0,450.0,5.0,OSSANDON CORREDORES ASOCIADOS S.A.,781.2,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Colina,Eltranque176,6,4.0,400.0,5188.0,13.0,OSSANDON CORREDORES ASOCIADOS S.A.,765.18,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,Santamagdalenasofiaconapoquindo,6,4.0,190.0,250.0,2.0,OSSANDON CORREDORES ASOCIADOS S.A.,704.68,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Rotondaatenas,3,2.0,90.0,250.0,2.0,OSSANDON CORREDORES ASOCIADOS S.A.,355.9,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Quilicura,Map-SeVendeBellaCasa4H,4,3.0,110.0,149.0,3.0,Easyprop,185.0,5,1.9,medio,207,77.6,bajo,660,247.4,medio,408,152.9,medio,1658,621.4,alto,49,18.4,medio,Norte
Huechuraba,MAP-SevendeHermosaCasa3H,3,3.0,89.0,130.0,2.0,Easyprop,213.54,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Maipú,MAP-Sevendebellacasa4H,4,1.0,120.0,120.0,2.0,Easyprop,119.08,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Huechuraba,MAP-SevendeHermosacasa3H,3,3.0,89.0,130.0,2.0,Easyprop,213.54,5,4.3,medio,112,96.7,bajo,281,242.5,medio,156,134.6,medio,636,548.9,alto,28,24.2,alto,Norte
Colina,MAP-SeVendehermosacasa3H,3,2.0,81.0,140.0,2.0,Easyprop,188.63,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Lampa,MAP-SeVendehermosacasa3H,3,3.0,81.0,171.0,2.0,Easyprop,209.63,4,3.0,medio,302,222.9,alto,646,476.9,alto,191,141.0,medio,664,490.2,medio,29,21.4,medio,Norte
LoBarnechea,JardínlaDehesa-SantaBlanca,4,5.0,337.0,2105.0,6.0,Viel Propiedades dos Ltda.,1637.14,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Maipú,Elrosal/,4,3.0,132.0,100.0,2.0,Viel Propiedades dos Ltda.,183.47,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
Colina,centrodecolina,3,2.0,120.0,202.0,2.0,Viel Propiedades dos Ltda.,67.62,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LasCondes,Lascondes,3,4.0,210.0,539.0,4.0,Viel Propiedades dos Ltda.,650.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,RobinsonCrusoe/AlonsodeCamargo,6,5.0,244.0,400.0,4.0,Viel Propiedades dos Ltda.,587.24,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
QuintaNormal,Bleriot/MariaRamosMejias,4,3.0,172.0,341.0,3.0,Viel Propiedades dos Ltda.,225.28,10,7.1,alto,167,119.2,medio,343,244.9,medio,733,523.4,crítico,1502,1072.4,crítico,40,28.6,alto,Norponiente
EstaciónCentral,BlancoGarces/AvEcuador,7,4.0,280.0,828.0,6.0,Viel Propiedades dos Ltda.,914.66,19,8.7,crítico,233,107.0,medio,542,249.0,medio,648,297.7,alto,2059,946.0,crítico,48,22.1,alto,Surponiente
Peñalolén,ComunidadEcologica,4,2.0,240.0,1000.0,3.0,Viel Propiedades dos Ltda.,462.67,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
LoBarnechea,ClubdeGolfLomasLaDehesa,5,4.0,350.0,1400.0,8.0,Viel Propiedades dos Ltda.,1227.86,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
SanBernardo,EnriqueMadridOsorio/PasajeElParque,5,2.0,120.0,192.0,1.0,Jorge Pablo Caro Propiedades,140.0,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
Peñalolén,Condominioarboretum.Peñalolenalto,5,6.0,430.0,4350.0,6.0,Viel Propiedades dos Ltda.,1099.73,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
Colina,Piedraroja,6,5.0,400.0,5595.0,8.0,Propiedades Viel SpA,708.24,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Colina,ClubdeGolfHaciendadeChicureo,5,7.0,780.0,5300.0,8.0,Propiedades Viel SpA,2135.4,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
Colina,Liray,4,3.0,220.0,5000.0,10.0,Propiedades Viel SpA,565.88,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LoBarnechea,GolfdeManquehue/CaminoReal,3,4.0,563.0,1202.0,4.0,Propiedades Viel SpA,1423.6,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LoBarnechea,ColegioNewland/CentroCulturalElTranque,5,4.0,240.0,800.0,6.0,Propiedades Viel SpA,953.81,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Maipú,Barrioholanda,3,2.0,74.0,101.0,2.0,Mi Llave,130.0,9,1.5,medio,765,130.6,medio,1320,225.4,medio,1161,198.2,alto,3239,553.0,alto,115,19.6,medio,Surponiente
LoBarnechea,ParroquiaSantaTeresa-ClubdeGolf,7,6.0,672.0,2910.0,10.0,Propiedades Urzúa Ltda.,1601.55,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LaFlorida,Entreav.LaFloridayav.Mexico,2,1.0,73.0,102.0,1.0,Nexxos,130.51,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LasCondes,FranciscodeAsís,6,5.0,448.0,1590.0,5.0,Agustín Fuenzalida Propiedades,1779.5,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Otoñal,4,3.0,430.0,986.0,5.0,Agustín Fuenzalida Propiedades,1128.2,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,CaminoLaPosada,7,5.0,1477.0,4443.0,20.0,Agustín Fuenzalida Propiedades,3131.92,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Vitacura,viablanca,6,6.0,720.0,5048.0,10.0,Agustín Fuenzalida Propiedades,2847.2,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Colina,Sanluis,4,4.0,183.0,438.0,3.0,Agustín Fuenzalida Propiedades,391.49,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LoBarnechea,CaminodelCampero-CaminoelHuinganal,5,4.0,351.0,1200.0,4.0,Agustín Fuenzalida Propiedades,1032.11,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,Lacabaña,6,6.0,400.0,2860.0,11.0,Agustín Fuenzalida Propiedades,2135.4,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
SanBernardo,SantaTeresadeTango-ElBarrancón,5,4.0,257.0,4700.0,4.0,Agustín Fuenzalida Propiedades,639.59,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LasCondes,Colinamiravalle,4,3.0,215.0,820.0,2.0,Agustín Fuenzalida Propiedades,871.96,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LaFlorida,Entreav.LaFloridayav.Mexico,2,1.0,70.0,102.0,1.0,Nexxos,130.51,14,3.4,medio,613,150.9,medio,1160,285.6,medio,653,160.7,medio,2198,541.1,alto,80,19.7,medio,Suroriente
LasCondes,Lafuente,6,7.0,494.0,1950.0,5.0,Agustín Fuenzalida Propiedades,1601.55,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Vitacura,Elcanalgranvía,5,6.0,356.0,809.0,5.0,Agustín Fuenzalida Propiedades,1637.14,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LasCondes,PiedraRoja,6,5.0,423.0,1368.0,7.0,Agustín Fuenzalida Propiedades,1032.11,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,CaminodelBajo-PastorFernández,5,6.0,400.0,6900.0,16.0,Agustín Fuenzalida Propiedades,1596.21,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
LasCondes,Laforesta,5,5.0,427.0,900.0,3.0,Agustín Fuenzalida Propiedades,953.81,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Dominicosantiguoscharleshamilton,5,6.0,565.0,1614.0,5.0,Agustín Fuenzalida Propiedades,1348.86,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,Dominicos-vilanova,6,4.0,290.0,600.0,3.0,Agustín Fuenzalida Propiedades,1067.7,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
Macul,Lasdalias,5,2.0,200.0,620.0,6.0,Agustín Fuenzalida Propiedades,533.85,4,2.9,medio,255,186.0,alto,547,399.0,alto,245,178.7,medio,867,632.5,alto,35,25.5,alto,Suroriente
LasCondes,VMCasacercanaametroManquehueyApumanque,2,2.0,136.0,260.0,3.0,Nieto & Stone Propiedades,462.67,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LasCondes,VMSanCarlosdeApoquindocercanoauniversidadUDDyLosAndesEstadioUC,4,3.0,180.0,605.0,2.0,Nieto & Stone Propiedades,694.0,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
PuenteAlto,Labalanzaesq.domingotocornal,5,2.0,78.0,90.0,2.0,Nexxos,76.45,15,2.3,medio,863,130.7,medio,1271,192.5,bajo,1015,153.7,medio,2883,436.6,medio,137,20.7,medio,Suroriente
LoBarnechea,avladehesa,4,3.0,254.0,635.0,2.0,CASAMAR PARTNERS,864.84,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Colina,¡100%nuevo!/josérabat-piedraroja,3,3.0,140.0,630.0,2.0,Alonso Baeza Rivera y Cía. Ltda.,450.21,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
LaGranja,VicuñaMackenna0355,3,1.0,65.0,68.0,1.0,CNF Asesoría y Gestión en Bienes Raíces,69.9,8,6.6,alto,168,138.6,medio,325,268.2,medio,242,199.7,alto,997,822.8,alto,31,25.6,alto,Sur
Independencia,Maruri572,4,2.0,220.0,450.0,1.0,Easyprop,220.09,7,4.7,alto,109,72.6,bajo,331,220.6,medio,404,269.2,alto,954,635.7,alto,34,22.7,alto,Norte
Colina,chamiserolaspataguas,3,3.0,140.0,300.0,2.0,Unne,391.49,16,8.4,crítico,336,177.1,alto,755,397.9,alto,245,129.1,medio,697,367.3,medio,48,25.3,alto,Norte
SanBernardo,sanbernardo,3,2.0,75.0,80.0,1.0,Todo Propiedades,80.08,22,6.4,alto,372,108.6,medio,1004,293.2,medio,861,251.5,alto,2525,737.4,alto,81,23.7,alto,Sur
LasCondes,dominicos,6,3.0,354.0,354.0,4.0,CASAMAR PARTNERS,556.98,1,0.3,bajo,451,133.2,medio,899,265.6,medio,684,202.0,alto,555,163.9,bajo,39,11.5,bajo,Nororiente
LoBarnechea,Thenewlandschool-clinicaalemana,4,3.0,240.0,500.0,3.0,Cata Brochet,815.01,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,Lashualtatas-estadiocroata,3,2.0,107.0,267.0,2.0,Cata Brochet,409.28,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,ColegioAleman-GeronimodeAlderete,5,4.0,180.0,280.0,2.0,Cata Brochet,560.54,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,LasHualtatas-Texas-D,4,3.0,140.0,294.0,2.0,Cata Brochet,516.05,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,Padrehurtado-lastranqueras,4,4.0,180.0,280.0,1.0,Cata Brochet,586.88,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Vitacura,Alianzafrancesa-jardindelested,4,4.0,267.0,293.0,2.0,Cata Brochet,516.05,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
LoBarnechea,Colegioeverest-santiagocollege,4,4.0,470.0,1480.0,5.0,Cata Brochet,1993.04,0,0.0,bajo,187,145.6,medio,281,218.8,medio,83,64.6,bajo,87,67.7,bajo,7,5.5,bajo,Nororiente
Vitacura,ColegioAleman-GeronimodeAlderete-D,5,4.0,180.0,280.0,2.0,Cata Brochet,560.54,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Providencia,Bellavista-casapabloneruda,4,3.0,170.0,350.0,3.0,Cata Brochet,494.7,2,1.2,medio,290,179.5,alto,906,560.8,crítico,645,399.2,crítico,1301,805.2,alto,36,22.3,alto,Nororiente
Vitacura,Colegioaleman-geronimodealderete,5,4.0,187.0,280.0,1.0,Cata Brochet,548.09,0,0.0,bajo,135,138.2,medio,354,362.5,alto,325,332.8,crítico,359,367.6,medio,3,3.1,bajo,Nororiente
Peñalolén,Colegiodunalastair-pumahue,3,4.0,160.0,400.0,2.0,Cata Brochet,427.08,12,4.4,medio,481,177.7,alto,737,272.3,medio,402,148.5,medio,1037,383.1,medio,70,25.9,alto,Suroriente
