Dorms,Baths,Built Area,Total Area,Parking,Sector,Price_CLP_MM
3,1.0,52.0,52.0,1.0,Surponiente,78.0
8,7.0,550.0,1602.0,6.0,Nororiente,1775.94
8,6.0,340.0,5000.0,4.0,Surponiente,498.87
3,3.0,99.0,113.0,1.0,Centro,338.1
4,3.0,126.0,126.0,2.0,Surponiente,206.42
7,9.0,287.0,825.0,3.0,Centro,992.96
3,2.0,93.0,328.0,3.0,Suroriente,290.0
2,1.0,53.0,75.0,2.0,Norte,78.0
5,3.0,192.0,595.0,4.0,Nororiente,590.79
3,4.0,140.0,350.0,3.0,Norte,491.14
4,3.0,110.0,110.0,1.0,Norponiente,150.0
3,1.0,93.0,200.0,4.0,Sur,94.9
4,1.0,88.0,128.0,3.0,Suroriente,110.0
2,1.0,50.0,69.0,1.0,Norte,78.3
4,2.0,90.0,130.0,2.0,Norte,113.9
3,1.0,80.0,350.0,6.0,Norte,120.0
2,2.0,55.0,85.0,2.0,Surponiente,92.0
4,1.0,120.0,120.0,1.0,Surponiente,58.0
5,2.0,100.0,100.0,1.0,Surponiente,80.0
4,1.0,65.0,65.0,1.0,Surponiente,64.0
3,1.0,58.0,58.0,1.0,Surponiente,68.0
5,4.0,200.0,200.0,10.0,Surponiente,370.0
3,1.0,90.0,90.0,1.0,Sur,80.0
3,2.0,75.0,75.0,3.0,Sur,155.0
2,1.0,50.0,25.0,10.0,Surponiente,40.0
4,3.0,90.0,90.0,1.0,Surponiente,60.0
3,3.0,57.0,57.0,1.0,Surponiente,119.0
2,2.0,75.0,75.0,1.0,Surponiente,140.0
3,1.0,100.0,100.0,3.0,Suroriente,140.0
2,2.0,62.0,153.0,2.0,Surponiente,126.88
3,3.0,105.0,310.0,2.0,Suroriente,409.28
4,2.0,100.0,120.0,3.0,Norte,146.9
3,2.0,69.0,88.0,2.0,Suroriente,160.16
2,1.0,63.0,63.0,1.0,Sur,5.43
3,1.0,58.0,58.0,1.0,Centro,106.77
3,3.0,67.0,67.0,3.0,Sur,118.0
5,6.0,550.0,1461.0,6.0,Nororiente,1494.78
6,1.0,130.0,75.0,1.0,Norponiente,73.0
4,2.0,157.0,160.0,1.0,Norponiente,125.0
2,1.0,60.0,256.0,1.0,Sur,130.0
4,4.0,153.0,875.0,4.0,Suroriente,605.03
4,2.0,95.0,109.0,2.0,Suroriente,177.24
3,1.0,51.0,63.0,1.0,Surponiente,73.0
5,4.0,150.0,200.0,2.0,Nororiente,419.96
3,2.0,80.0,80.0,4.0,Surponiente,160.0
3,1.0,73.0,62.0,1.0,Sur,70.47
4,2.0,160.0,200.0,1.0,Nororiente,551.64
4,3.0,110.0,272.0,2.0,Surponiente,241.41
3,2.0,150.0,228.0,2.0,Surponiente,145.92
1,1.0,48.0,102.0,1.0,Sur,42.0
4,2.0,90.0,130.0,1.0,Norte,167.27
5,5.0,330.0,330.0,10.0,Norte,670.87
6,5.0,450.0,1200.0,4.0,Centro,1096.17
4,4.0,450.0,1100.0,5.0,Centro,1420.04
5,3.0,300.0,1000.0,4.0,Centro,782.62
3,1.0,100.0,500.0,8.0,Norte,250.0
3,5.0,380.0,600.0,5.0,Centro,1601.19
5,3.0,250.0,556.0,7.0,Centro,1420.04
8,4.0,220.0,220.0,4.0,Nororiente,469.79
3,1.0,95.0,87.0,1.0,Surponiente,99.65
3,1.0,100.0,190.0,1.0,Norte,172.58
4,2.0,143.0,348.0,2.0,Nororiente,350.0
4,3.0,105.0,200.0,1.0,Sur,153.04
3,1.0,107.0,135.0,2.0,Norponiente,142.0
4,1.0,76.0,85.0,2.0,Surponiente,79.9
5,2.0,202.0,574.0,2.0,Nororiente,480.46
5,4.0,240.0,240.0,1.0,Centro,345.9
3,2.0,58.0,90.0,1.0,Suroriente,78.0
3,2.0,70.0,144.0,1.0,Suroriente,130.26
3,3.0,98.0,180.0,2.0,Surponiente,183.29
3,3.0,80.0,120.0,2.0,Suroriente,150.0
3,2.0,98.0,98.0,2.0,Suroriente,105.0
4,2.0,80.0,80.0,1.0,Suroriente,97.0
1,1.0,37.0,37.0,1.0,Nororiente,135.24
5,4.0,154.0,154.0,2.0,Nororiente,815.01
3,3.0,90.0,90.0,2.0,Surponiente,153.04
2,1.0,43.0,43.0,1.0,Norte,83.64
3,2.0,90.0,110.0,2.0,Surponiente,124.0
3,2.0,244.0,244.0,2.0,Norte,565.88
4,4.0,380.0,380.0,6.0,Norte,601.47
6,5.0,765.0,765.0,10.0,Nororiente,1708.32
4,4.0,200.0,200.0,2.0,Norte,622.83
3,3.0,204.0,204.0,2.0,Norte,533.85
4,3.0,266.0,266.0,8.0,Norte,615.71
4,4.0,197.0,197.0,2.0,Norte,597.91
4,4.0,250.0,250.0,2.0,Norte,498.26
3,3.0,193.0,193.0,4.0,Norte,491.14
3,2.0,70.0,108.0,3.0,Norte,107.9
5,4.0,260.0,260.0,5.0,Norte,455.55
3,4.0,232.0,232.0,5.0,Norte,373.7
3,3.0,140.0,140.0,2.0,Norte,437.76
5,6.0,680.0,680.0,13.0,Norte,978.72
6,5.0,375.0,375.0,12.0,Norte,960.93
4,4.0,271.0,271.0,13.0,Norte,800.78
3,4.0,350.0,350.0,2.0,Norte,708.24
4,4.0,354.0,354.0,6.0,Norte,694.0
3,3.0,262.0,262.0,4.0,Norte,669.09
4,4.0,230.0,230.0,2.0,Norte,629.94
4,4.0,180.0,180.0,8.0,Norte,480.46
3,3.0,173.0,173.0,2.0,Norte,314.97
5,5.0,404.0,404.0,1.0,Norte,708.24
5,3.0,400.0,400.0,10.0,Norte,708.24
3,5.0,386.0,386.0,6.0,Norte,604.67
5,5.0,272.0,272.0,1.0,Norte,494.7
5,5.0,516.0,516.0,11.0,Norte,1334.62
5,6.0,400.0,400.0,15.0,Norte,836.36
5,4.0,450.0,450.0,2.0,Norte,1067.7
4,4.0,471.0,471.0,1.0,Norte,462.67
4,4.0,140.0,250.0,2.0,Nororiente,384.37
3,2.0,75.0,190.0,2.0,Surponiente,155.0
2,1.0,52.0,110.0,1.0,Sur,78.3
2,1.0,80.0,97.0,2.0,Norte,93.25
4,1.0,75.0,120.0,2.0,Norte,89.9
3,3.0,116.0,116.0,2.0,Surponiente,170.83
2,2.0,49.0,58.0,1.0,Centro,188.63
9,4.0,350.0,350.0,4.0,Nororiente,622.83
4,1.0,105.0,294.0,4.0,Surponiente,150.0
3,2.0,68.0,188.0,1.0,Suroriente,142.0
3,2.0,145.0,62.0,2.0,Suroriente,134.53
4,2.0,100.0,198.0,3.0,Norte,129.9
3,3.0,66.0,141.0,2.0,Surponiente,132.0
5,2.0,100.0,100.0,1.0,Norte,107.62
3,2.0,106.0,106.0,1.0,Surponiente,97.45
4,3.0,116.0,209.0,1.0,Suroriente,199.3
3,2.0,77.0,120.0,2.0,Norte,132.9
2,2.0,3101.0,3101.0,6.0,Suroriente,240.0
3,2.0,476.0,476.0,4.0,Sur,298.0
2,2.0,65.0,179.0,2.0,Surponiente,102.0
2,2.0,55.0,55.0,3.0,Surponiente,110.0
4,1.0,61.0,61.0,1.0,Sur,60.0
4,4.0,230.0,283.0,2.0,Nororiente,800.78
3,2.0,100.0,100.0,2.0,Nororiente,400.0
7,6.0,670.0,1100.0,4.0,Nororiente,1743.87
3,2.0,90.0,230.0,2.0,Suroriente,201.26
4,4.0,250.0,250.0,4.0,Norte,779.42
3,2.0,62.0,88.0,2.0,Norte,84.9
5,4.0,213.0,292.0,7.0,Suroriente,286.0
3,2.0,94.0,94.0,2.0,Suroriente,145.39
2,1.0,60.0,95.0,3.0,Norte,79.9
3,1.0,65.0,65.0,1.0,Suroriente,89.69
3,3.0,110.0,270.0,2.0,Norte,170.83
3,3.0,120.0,220.0,2.0,Norte,220.66
3,1.0,78.0,78.0,1.0,Suroriente,72.0
3,1.0,65.0,77.0,2.0,Suroriente,105.0
3,2.0,100.0,576.0,20.0,Suroriente,491.14
6,3.0,114.0,162.0,2.0,Norponiente,115.0
3,3.0,85.0,162.0,1.0,Suroriente,117.0
4,2.0,100.0,245.0,2.0,Nororiente,291.84
3,3.0,105.0,267.0,2.0,Nororiente,403.95
6,4.0,618.0,618.0,7.0,Nororiente,1601.55
5,2.0,150.0,200.0,1.0,Nororiente,551.64
2,4.0,140.0,347.0,1.0,Suroriente,391.49
3,2.0,71.0,135.0,2.0,Surponiente,130.97
5,4.0,180.0,426.0,1.0,Suroriente,355.9
4,2.0,295.0,295.0,3.0,Norte,240.0
3,2.0,86.0,155.0,2.0,Sur,130.0
2,1.0,50.0,62.0,1.0,Norponiente,69.4
3,1.0,74.0,162.0,1.0,Norte,126.49
6,2.0,160.0,204.0,1.0,Norte,132.0
4,1.0,80.0,90.0,2.0,Sur,60.0
5,2.0,109.0,285.0,2.0,Norponiente,250.0
5,3.0,110.0,110.0,1.0,Surponiente,140.0
4,4.0,241.0,3400.0,6.0,Nororiente,1014.32
3,2.0,75.0,75.0,2.0,Suroriente,130.0
2,2.0,70.0,70.0,1.0,Suroriente,98.0
4,2.0,100.0,160.0,2.0,Suroriente,138.0
4,2.0,100.0,160.0,2.0,Suroriente,139.0
3,1.0,162.0,162.0,3.0,Suroriente,150.0
5,2.0,245.0,245.0,6.0,Sur,410.0
4,3.0,200.0,200.0,2.0,Centro,226.0
5,3.0,122.0,374.0,2.0,Centro,248.0
4,4.0,172.0,192.0,2.0,Centro,302.73
6,3.0,250.0,400.0,5.0,Centro,320.0
3,3.0,81.0,152.0,2.0,Centro,157.0
4,3.0,83.0,123.0,2.0,Centro,170.59
4,3.0,114.0,153.0,4.0,Surponiente,235.43
3,2.0,140.0,140.0,1.0,Surponiente,142.29
3,1.0,69.0,125.0,2.0,Suroriente,80.0
4,1.0,68.0,128.0,1.0,Surponiente,80.0
2,1.0,90.0,80.0,1.0,Suroriente,87.0
3,1.0,60.0,69.0,1.0,Sur,42.0
3,2.0,54.0,94.0,2.0,Sur,80.0
3,2.0,70.0,121.0,2.0,Suroriente,142.0
2,1.0,60.0,70.0,1.0,Suroriente,83.99
4,3.0,123.0,159.0,2.0,Suroriente,199.27
3,5.0,600.0,1800.0,4.0,Nororiente,2135.4
6,5.0,458.0,1311.0,4.0,Nororiente,1064.14
3,3.0,90.0,163.0,1.0,Sur,138.45
3,1.0,47.0,94.0,1.0,Centro,80.0
3,3.0,96.0,201.0,2.0,Sur,220.66
2,1.0,90.0,90.0,2.0,Norponiente,100.0
2,1.0,52.0,74.0,2.0,Suroriente,75.0
5,2.0,230.0,510.0,6.0,Suroriente,650.0
4,2.0,165.0,210.0,1.0,Norponiente,150.0
4,1.0,95.0,167.0,1.0,Sur,117.0
4,5.0,240.0,650.0,3.0,Norte,747.39
4,3.0,250.0,1200.0,4.0,Nororiente,836.19
4,3.0,280.0,5500.0,6.0,Nororiente,765.18
4,2.0,216.0,237.0,2.0,Nororiente,630.0
2,1.0,120.0,709.0,3.0,Nororiente,578.34
7,4.0,335.0,182.0,4.0,Nororiente,426.72
4,2.0,104.0,420.0,2.0,Nororiente,419.96
5,3.0,148.0,272.0,4.0,Suroriente,302.52
4,3.0,116.0,236.0,3.0,Suroriente,277.6
3,3.0,140.0,460.0,5.0,Norte,408.93
2,1.0,60.0,80.0,2.0,Suroriente,90.0
3,3.0,100.0,258.0,5.0,Norte,125.0
3,2.0,70.0,80.0,1.0,Surponiente,75.81
3,2.0,178.0,178.0,2.0,Suroriente,191.83
4,4.0,280.0,5070.0,8.0,Surponiente,328.07
4,2.0,110.0,170.0,3.0,Surponiente,160.9
3,1.0,64.0,390.0,8.0,Norte,300.0
2,1.0,45.0,60.0,1.0,Suroriente,85.0
4,3.0,108.0,124.0,2.0,Surponiente,157.24
4,3.0,160.0,210.0,2.0,Norte,270.48
6,5.0,210.0,700.0,2.0,Nororiente,782.98
5,5.0,400.0,5000.0,12.0,Norte,889.75
4,4.0,285.0,800.0,2.0,Norte,800.78
3,1.0,122.0,180.0,2.0,Surponiente,140.0
3,4.0,139.0,230.0,1.0,Norte,320.31
4,3.0,130.0,180.0,2.0,Sur,218.88
3,2.0,50.0,110.0,2.0,Suroriente,90.0
4,4.0,2080.0,369.0,3.0,Nororiente,1063.07
3,4.0,197.0,4800.0,3.0,Norte,530.29
3,2.0,93.0,163.0,1.0,Suroriente,138.45
3,3.0,180.0,329.0,3.0,Sur,234.89
3,2.0,92.0,170.0,2.0,Surponiente,162.0
3,3.0,92.0,128.0,1.0,Norte,160.16
4,1.0,90.0,160.0,3.0,Norponiente,132.0
7,3.0,100.0,130.0,1.0,Sur,85.0
4,3.0,198.0,837.0,5.0,Suroriente,590.0
4,2.0,80.0,90.0,2.0,Surponiente,105.0
5,3.0,225.0,340.0,3.0,Surponiente,316.75
4,3.0,200.0,489.0,5.0,Sur,373.7
4,4.0,240.0,4800.0,3.0,Norte,743.83
3,2.0,139.0,149.0,2.0,Surponiente,186.95
4,4.0,264.0,5017.0,2.0,Norte,515.7
4,1.0,119.0,156.0,1.0,Surponiente,147.7
3,2.0,125.0,165.0,2.0,Norponiente,95.0
8,2.0,139.0,162.0,2.0,Suroriente,105.0
3,2.0,139.0,139.0,1.0,Nororiente,234.89
6,2.0,429.0,429.0,2.0,Sur,370.14
5,2.0,876.0,876.0,6.0,Norte,749.0
5,2.0,150.0,150.0,3.0,Surponiente,197.28
4,3.0,209.0,209.0,2.0,Suroriente,199.3
4,3.0,80.0,80.0,1.0,Surponiente,150.3
4,2.0,130.0,252.0,4.0,Norte,266.57
3,2.0,85.0,223.0,3.0,Surponiente,183.5
8,3.0,228.0,350.0,10.0,Nororiente,577.7
3,4.0,180.0,200.0,3.0,Surponiente,331.49
3,2.0,75.0,100.0,1.0,Surponiente,77.23
5,3.0,183.0,270.0,4.0,Nororiente,676.21
4,1.0,100.0,130.0,3.0,Suroriente,85.59
4,3.0,125.0,162.0,3.0,Norte,231.34
2,1.0,6388.0,70.0,1.0,Norponiente,100.0
4,2.0,95.0,100.0,1.0,Norte,81.61
3,3.0,127.0,287.0,3.0,Suroriente,308.57
4,2.0,98.0,360.0,2.0,Nororiente,288.28
4,3.0,98.0,105.0,1.0,Sur,128.0
2,1.0,50.0,60.0,1.0,Surponiente,82.0
3,1.0,67.0,101.0,1.0,Sur,72.0
4,2.0,71.0,171.0,2.0,Suroriente,105.2
2,2.0,44.0,63.0,1.0,Sur,54.0
3,1.0,56.0,114.0,2.0,Sur,69.47
3,2.0,150.0,180.0,2.0,Norponiente,120.0
2,2.0,57.0,77.0,2.0,Norte,54.9
4,3.0,99.0,273.0,2.0,Norte,160.0
3,4.0,254.0,1100.0,3.0,Surponiente,516.05
4,4.0,250.0,400.0,4.0,Suroriente,451.99
4,2.0,147.0,310.0,2.0,Nororiente,462.67
8,8.0,562.0,5000.0,12.0,Sur,708.24
3,2.0,119.0,600.0,7.0,Surponiente,393.13
3,3.0,144.0,200.0,2.0,Nororiente,489.36
3,2.0,75.0,124.0,1.0,Surponiente,152.0
4,3.0,140.0,513.0,2.0,Suroriente,508.94
4,2.0,86.0,80.0,1.0,Suroriente,78.0
4,2.0,100.0,218.0,2.0,Nororiente,297.18
5,3.0,146.0,182.0,1.0,Suroriente,133.82
8,6.0,267.0,400.0,4.0,Nororiente,745.43
4,2.0,80.0,150.0,1.0,Norte,121.01
3,3.0,137.0,293.0,2.0,Nororiente,327.29
4,3.0,140.0,297.0,2.0,Nororiente,516.05
5,4.0,230.0,400.0,2.0,Suroriente,419.96
4,4.0,135.0,185.0,2.0,Suroriente,270.48
4,5.0,300.0,5000.0,3.0,Surponiente,532.07
5,5.0,269.0,4485.0,5.0,Norte,775.86
4,3.0,200.0,680.0,2.0,Norte,526.73
3,4.0,140.0,426.0,6.0,Norte,516.05
4,3.0,139.0,214.0,1.0,Suroriente,200.0
4,1.0,54.0,92.0,1.0,Suroriente,65.0
4,3.0,220.0,320.0,3.0,Nororiente,480.11
3,2.0,124.0,270.0,2.0,Nororiente,245.57
4,3.0,125.0,222.0,1.0,Nororiente,387.93
4,2.0,180.0,215.0,4.0,Nororiente,280.0
5,4.0,283.0,703.0,1.0,Nororiente,772.3
3,1.0,69.0,200.0,2.0,Nororiente,327.43
4,2.0,423.0,423.0,2.0,Norponiente,365.0
5,3.0,168.0,368.0,2.0,Nororiente,615.71
4,3.0,109.0,400.0,2.0,Norte,266.92
4,3.0,103.0,204.0,2.0,Norponiente,238.45
3,2.0,155.0,144.0,2.0,Suroriente,205.18
3,2.0,67.0,144.0,1.0,Suroriente,139.51
4,3.0,140.0,277.0,2.0,Suroriente,373.34
4,4.0,156.0,300.0,2.0,Nororiente,526.73
3,2.0,76.0,172.0,2.0,Suroriente,155.0
3,3.0,76.0,124.0,3.0,Surponiente,132.0
3,3.0,85.0,147.0,2.0,Surponiente,190.0
3,1.0,80.0,80.0,3.0,Suroriente,110.0
3,3.0,123.0,180.0,4.0,Nororiente,460.18
6,4.0,361.0,668.0,4.0,Nororiente,765.18
5,3.0,199.0,354.0,4.0,Nororiente,556.98
3,3.0,104.0,125.0,1.0,Norte,142.32
3,2.0,110.0,270.0,2.0,Sur,160.16
3,2.0,70.0,142.0,1.0,Suroriente,158.0
5,3.0,234.0,476.0,5.0,Nororiente,832.81
3,3.0,270.0,5000.0,8.0,Nororiente,779.42
7,7.0,520.0,820.0,7.0,Nororiente,1204.72
3,1.0,102.0,246.0,1.0,Nororiente,220.0
4,3.0,300.0,900.0,2.0,Nororiente,704.68
6,5.0,420.0,770.0,5.0,Nororiente,886.19
4,4.0,235.0,440.0,3.0,Nororiente,921.78
5,3.0,133.0,240.0,1.0,Nororiente,444.88
4,2.0,95.0,120.0,1.0,Suroriente,95.0
5,3.0,70.0,120.0,1.0,Sur,160.0
5,5.0,340.0,1000.0,3.0,Nororiente,911.1
4,3.0,137.0,327.0,3.0,Nororiente,472.99
3,3.0,132.0,169.0,3.0,Suroriente,165.0
3,2.0,82.0,108.0,1.0,Surponiente,129.0
2,1.0,47.0,86.0,1.0,Surponiente,78.0
2,1.0,55.0,121.0,2.0,Surponiente,85.0
4,2.0,99.0,147.0,1.0,Sur,120.0
6,2.0,168.0,290.0,2.0,Norponiente,200.0
4,3.0,120.0,180.0,2.0,Norte,156.6
3,3.0,66.0,141.0,2.0,Surponiente,125.0
4,4.0,140.0,500.0,3.0,Suroriente,498.26
4,2.0,86.0,193.0,2.0,Nororiente,341.66
3,3.0,70.0,100.0,1.0,Surponiente,110.0
7,3.0,132.0,142.0,1.0,Surponiente,132.0
3,1.0,102.0,162.0,2.0,Norponiente,98.0
5,4.0,301.0,1102.0,4.0,Nororiente,1067.7
3,2.0,90.0,140.0,1.0,Surponiente,135.0
6,5.0,237.0,594.0,2.0,Sur,480.46
5,6.0,300.0,880.0,4.0,Suroriente,704.68
4,3.0,352.0,734.0,9.0,Nororiente,1067.7
3,2.0,75.0,200.0,2.0,Norte,124.56
3,1.0,55.0,100.0,1.0,Surponiente,91.0
3,3.0,100.0,110.0,2.0,Surponiente,168.34
3,2.0,130.0,264.0,2.0,Nororiente,444.88
3,3.0,110.0,380.0,4.0,Suroriente,336.33
3,1.0,92.0,252.0,2.0,Sur,125.0
5,1.0,102.0,160.0,1.0,Norponiente,100.0
4,3.0,110.0,165.0,2.0,Surponiente,175.8
3,2.0,90.0,160.0,1.0,Sur,88.6
2,1.0,70.0,162.0,1.0,Norponiente,80.0
3,1.0,62.0,121.0,3.0,Suroriente,90.0
4,3.0,120.0,210.0,2.0,Norte,227.78
3,3.0,94.0,180.0,2.0,Suroriente,170.83
3,3.0,94.0,154.0,2.0,Suroriente,176.17
3,3.0,94.0,200.0,2.0,Suroriente,176.17
4,3.0,72.0,120.0,1.0,Suroriente,144.9
5,3.0,81.0,162.0,1.0,Suroriente,140.0
3,1.0,76.0,204.0,2.0,Norponiente,125.0
4,2.0,122.0,104.0,3.0,Sur,105.84
4,3.0,78.0,192.0,3.0,Surponiente,175.0
3,1.0,85.0,285.0,2.0,Nororiente,427.08
3,2.0,60.0,100.0,2.0,Sur,60.0
5,3.0,110.0,225.0,3.0,Surponiente,110.0
4,2.0,72.0,75.0,1.0,Norponiente,110.0
3,1.0,58.0,282.0,2.0,Surponiente,165.0
3,1.0,50.0,118.0,3.0,Sur,63.0
3,2.0,57.0,149.0,3.0,Suroriente,118.0
3,1.0,50.0,118.0,1.0,Sur,65.0
3,1.0,90.0,120.0,1.0,Suroriente,131.68
3,2.0,125.0,112.0,1.0,Sur,125.0
4,3.0,120.0,313.0,1.0,Suroriente,320.31
3,2.0,84.0,128.0,2.0,Surponiente,142.0
5,3.0,380.0,800.0,5.0,Nororiente,1138.88
4,2.0,74.0,87.0,2.0,Norte,65.0
4,1.0,148.0,148.0,1.0,Suroriente,220.0
4,3.0,280.0,640.0,4.0,Nororiente,932.46
4,1.0,100.0,150.0,1.0,Nororiente,100.0
3,1.0,101.0,246.0,2.0,Norte,185.0
10,6.0,249.0,321.0,2.0,Suroriente,300.7
5,2.0,184.0,360.0,3.0,Suroriente,252.69
3,3.0,120.0,150.0,1.0,Suroriente,180.44
5,7.0,300.0,3150.0,1.0,Centro,551.64
3,3.0,110.0,195.0,1.0,Nororiente,423.52
5,2.0,152.0,152.0,1.0,Sur,135.0
4,2.0,123.0,485.0,4.0,Suroriente,352.34
2,1.0,120.0,200.0,1.0,Suroriente,75.0
4,2.0,54.0,135.0,2.0,Suroriente,130.0
3,3.0,180.0,427.0,2.0,Norte,523.17
5,3.0,137.0,296.0,2.0,Norponiente,302.52
4,3.0,189.0,745.0,1.0,Norte,515.7
3,2.0,80.0,79.0,2.0,Suroriente,55.0
3,3.0,140.0,350.0,2.0,Norte,398.25
5,4.0,172.0,231.0,3.0,Suroriente,366.58
5,2.0,221.0,262.0,4.0,Centro,252.33
4,2.0,135.0,356.0,1.0,Nororiente,533.85
3,4.0,160.0,400.0,2.0,Suroriente,419.96
3,2.0,120.0,189.0,1.0,Surponiente,95.0
5,5.0,210.0,450.0,3.0,Nororiente,420.0
5,5.0,1080.0,500.0,5.0,Nororiente,1637.14
4,3.0,170.0,300.0,3.0,Suroriente,505.38
4,3.0,130.0,275.0,1.0,Nororiente,423.17
4,2.0,142.0,423.0,2.0,Norponiente,365.0
2,1.0,48.0,76.0,2.0,Norte,69.9
2,1.0,67.0,324.0,1.0,Surponiente,117.45
5,4.0,234.0,426.0,2.0,Norte,512.5
4,4.0,327.0,94929.0,3.0,Nororiente,1099.73
3,2.0,87.0,95.0,1.0,Sur,128.0
3,1.0,76.0,60.0,1.0,Sur,52.0
2,2.0,70.0,105.0,2.0,Suroriente,85.0
4,3.0,212.0,212.0,2.0,Nororiente,460.89
6,3.0,183.0,452.0,1.0,Nororiente,423.52
3,1.0,15.0,100.0,1.0,Suroriente,65.0
3,2.0,194.0,195.0,2.0,Suroriente,131.68
4,3.0,120.0,212.0,2.0,Nororiente,460.89
3,2.0,70.0,92.0,2.0,Sur,79.0
3,2.0,85.0,193.0,2.0,Surponiente,135.0
6,6.0,480.0,1090.0,3.0,Nororiente,1494.78
7,1.0,140.0,180.0,3.0,Sur,120.0
3,3.0,110.0,160.0,4.0,Sur,154.5
4,3.0,147.0,176.0,1.0,Suroriente,270.48
3,2.0,110.0,239.0,4.0,Suroriente,259.45
5,3.0,170.0,194.0,2.0,Norte,180.0
3,2.0,98.0,228.0,3.0,Nororiente,298.96
3,3.0,77.0,114.0,1.0,Norte,110.0
3,2.0,57.0,94.0,2.0,Suroriente,110.33
4,3.0,89.0,122.0,1.0,Surponiente,128.12
5,5.0,300.0,700.0,3.0,Nororiente,996.52
6,3.0,182.0,302.0,2.0,Suroriente,204.75
3,3.0,127.0,207.0,2.0,Nororiente,590.79
4,1.0,83.0,120.0,2.0,Suroriente,90.0
4,2.0,166.0,181.0,1.0,Suroriente,180.0
3,1.0,320.0,320.0,3.0,Suroriente,180.0
5,2.0,124.0,320.0,3.0,Nororiente,389.71
4,2.0,152.0,144.0,1.0,Suroriente,205.18
3,2.0,110.0,220.0,3.0,Sur,148.6
2,1.0,90.0,105.0,1.0,Norte,70.0
3,3.0,89.0,160.0,2.0,Suroriente,185.0
4,3.0,140.0,330.0,2.0,Nororiente,676.21
4,4.0,130.0,195.0,1.0,Nororiente,530.29
3,1.0,90.0,161.0,2.0,Suroriente,150.0
3,4.0,198.0,340.0,2.0,Nororiente,533.85
3,2.0,98.0,174.0,2.0,Suroriente,151.26
2,2.0,54.0,100.0,1.0,Sur,88.98
5,4.0,140.0,300.0,2.0,Suroriente,409.28
3,1.0,95.0,198.0,2.0,Norponiente,80.0
2,1.0,70.0,122.0,1.0,Suroriente,94.0
2,2.0,90.0,90.0,1.0,Suroriente,124.99
3,4.0,250.0,250.0,1.0,Nororiente,637.06
3,1.0,80.0,60.0,2.0,Surponiente,106.77
4,3.0,95.0,130.0,1.0,Suroriente,142.0
4,2.0,156.0,80.0,1.0,Suroriente,129.99
3,2.0,61.0,150.0,1.0,Surponiente,125.0
4,3.0,138.0,254.0,2.0,Suroriente,295.4
3,2.0,66.0,101.0,1.0,Surponiente,103.21
6,5.0,330.0,1100.0,5.0,Norte,836.36
5,4.0,18917.0,11927.0,2.0,Nororiente,925.34
3,2.0,75.0,130.0,1.0,Sur,99.0
5,7.0,311.0,8341.0,4.0,Nororiente,2669.25
4,4.0,190.0,302.0,2.0,Nororiente,670.87
3,2.0,184.0,184.0,2.0,Suroriente,85.0
5,2.0,149.0,544.0,4.0,Nororiente,957.37
5,4.0,355.0,924.0,4.0,Nororiente,1060.58
5,3.0,139.0,295.0,5.0,Surponiente,295.4
3,1.0,120.0,145.0,1.0,Surponiente,110.0
6,3.0,138.0,220.0,3.0,Surponiente,189.0
3,1.0,70.0,63.0,1.0,Norte,67.0
4,3.0,119.0,300.0,1.0,Surponiente,175.0
4,2.0,70.0,100.0,2.0,Sur,84.6
2,1.0,40.0,70.0,1.0,Norte,56.0
6,3.0,125.0,300.0,2.0,Surponiente,240.0
3,3.0,105.0,270.0,3.0,Sur,177.95
6,3.0,152.0,269.0,6.0,Suroriente,190.0
3,3.0,120.0,350.0,2.0,Norte,327.43
5,2.0,160.0,160.0,1.0,Sur,110.33
3,3.0,93.0,145.0,1.0,Surponiente,154.82
5,2.0,96.0,105.0,1.0,Suroriente,153.0
5,3.0,145.0,150.0,1.0,Sur,219.5
4,2.0,120.0,300.0,2.0,Sur,348.78
3,3.0,140.0,628.0,2.0,Norte,274.04
2,1.0,53.0,58.0,1.0,Surponiente,65.59
3,3.0,104.0,284.0,2.0,Norte,293.62
4,2.0,120.0,180.0,3.0,Sur,134.5
7,3.0,180.0,180.0,2.0,Suroriente,160.0
2,1.0,50.0,121.0,1.0,Surponiente,101.08
5,4.0,160.0,302.0,2.0,Suroriente,370.14
6,5.0,373.0,1049.0,5.0,Nororiente,1014.32
3,3.0,140.0,250.0,2.0,Nororiente,373.7
4,3.0,180.0,360.0,3.0,Nororiente,605.03
5,5.0,580.0,4000.0,4.0,Norte,1103.33
5,4.0,230.0,645.0,1.0,Nororiente,785.44
3,2.0,190.0,670.0,4.0,Nororiente,921.78
5,2.0,220.0,120.0,1.0,Suroriente,150.0
6,5.0,350.0,5000.0,15.0,Suroriente,533.85
3,3.0,330.0,600.0,4.0,Suroriente,530.0
4,2.0,100.0,129.0,1.0,Norte,170.65
3,3.0,165.0,450.0,2.0,Norte,320.31
3,2.0,110.0,240.0,1.0,Nororiente,487.58
4,1.0,43.0,100.0,1.0,Norponiente,95.0
4,2.0,139.0,230.0,2.0,Nororiente,327.43
3,2.0,110.0,120.0,3.0,Sur,94.0
3,1.0,100.0,218.0,2.0,Nororiente,313.19
3,2.0,127.0,130.0,1.0,Surponiente,138.0
3,2.0,118.0,115.0,2.0,Nororiente,444.88
2,1.0,100.0,198.0,1.0,Surponiente,117.5
