,Sec_Centro,Sec_Nororiente,Sec_Norponiente,Sec_Norte,Sec_Sur,Sec_Suroriente,Sec_Surponiente,Dorms,Baths,Built Area,Total Area,Parking,Price_CLP_MM
2488,False,False,False,False,False,True,False,3,2.0,55.0,80.0,2.0,81.0
2489,False,False,False,False,False,False,True,2,1.0,90.0,500.0,3.0,137.0
2490,False,False,False,False,False,True,False,4,1.0,173.0,1000.0,3.0,291.84
2491,False,False,False,False,False,True,False,3,2.0,144.0,500.0,2.0,115.0
2492,False,True,False,False,False,False,False,3,1.0,70.0,268.0,2.0,238.0
2493,False,True,False,False,False,False,False,7,3.0,250.0,450.0,4.0,795.44
2494,False,False,False,False,False,True,False,5,2.0,105.0,113.0,3.0,85.0
2495,False,False,False,False,False,False,True,2,1.0,61.0,200.0,3.0,160.0
2496,False,False,False,False,False,True,False,4,2.0,70.0,70.0,1.0,83.0
2497,False,False,False,False,True,False,False,4,2.0,200.0,160.0,2.0,69.0
2498,False,False,False,False,False,False,True,5,3.0,180.0,294.0,4.0,297.18
2499,False,False,False,True,False,False,False,4,2.0,90.0,305.0,2.0,245.57
2500,False,False,False,False,False,True,False,3,1.0,73.0,78.0,1.0,87.0
2501,False,False,False,False,True,False,False,2,2.0,67.0,130.0,1.0,97.52
2502,False,False,False,True,False,False,False,3,1.0,51.0,130.0,2.0,100.0
2503,False,True,False,False,False,False,False,3,3.0,110.0,224.0,2.0,462.67
2504,False,False,False,True,False,False,False,4,2.0,120.0,145.0,1.0,98.0
2505,False,False,False,True,False,False,False,3,3.0,105.0,182.0,2.0,170.83
2506,False,False,False,False,False,False,True,3,3.0,90.0,160.0,1.0,157.38
2507,False,True,False,False,False,False,False,5,4.0,180.0,320.0,3.0,533.85
2508,False,False,False,False,False,True,False,5,3.0,200.0,260.0,5.0,200.0
2509,False,True,False,False,False,False,False,7,4.0,216.0,326.0,2.0,489.36
2510,False,True,False,False,False,False,False,4,3.0,140.0,300.0,2.0,596.13
2511,False,False,False,False,False,True,False,4,2.0,125.0,75.0,1.0,100.0
2512,False,False,False,False,False,True,False,2,1.0,40.0,78.0,2.0,58.0
2513,False,False,False,True,False,False,False,6,5.0,207.0,468.0,2.0,508.94
2514,False,False,False,False,False,False,True,5,3.0,160.0,300.0,4.0,295.4
2515,False,False,False,False,False,True,False,3,1.0,78.0,66.0,1.0,73.74
2516,False,False,False,False,False,False,True,4,1.0,100.0,240.0,2.0,160.16
2517,False,False,False,True,False,False,False,2,2.0,205.0,5358.0,1.0,562.32
2518,False,False,False,True,False,False,False,3,4.0,300.0,5000.0,3.0,658.42
2519,False,False,False,False,False,True,False,5,3.0,170.0,400.0,3.0,425.66
2520,False,False,False,False,True,False,False,3,1.0,70.0,81.0,1.0,95.0
2521,False,False,False,True,False,False,False,3,3.0,139.0,368.0,4.0,363.02
2522,False,False,False,False,False,False,True,3,2.0,51.0,72.0,1.0,75.0
2523,True,False,False,False,False,False,False,11,6.0,538.0,10000.0,8.0,836.36
2524,False,True,False,False,False,False,False,5,3.0,286.0,850.0,5.0,925.34
2525,False,False,False,True,False,False,False,5,4.0,689.0,689.0,10.0,676.21
2526,False,False,False,False,False,True,False,3,1.0,77.0,86.0,2.0,85.0
2527,False,True,False,False,False,False,False,5,5.0,703.0,703.0,4.0,889.75
2528,False,False,False,True,False,False,False,3,2.0,67.0,133.0,2.0,120.0
2529,False,False,False,False,False,False,True,3,2.0,110.0,1121.0,1.0,90.0
2530,False,False,False,False,True,False,False,3,1.0,50.0,85.0,1.0,70.0
2531,False,False,False,False,False,False,True,4,2.0,95.0,115.0,3.0,161.93
2532,False,True,False,False,False,False,False,4,4.0,180.0,216.0,2.0,491.14
2533,False,False,False,False,False,True,False,3,2.0,75.0,200.0,5.0,138.0
2534,False,True,False,False,False,False,False,7,5.0,367.0,1182.0,4.0,907.54
2535,False,True,False,False,False,False,False,6,5.0,278.0,1009.0,2.0,914.66
2536,False,False,False,False,False,False,True,3,2.0,105.0,105.0,1.0,125.0
2537,False,True,False,False,False,False,False,6,5.0,216.0,448.0,3.0,811.45
2538,False,False,False,False,False,True,False,2,1.0,60.0,60.0,1.0,71.18
2539,False,False,False,False,True,False,False,5,2.0,160.0,204.0,4.0,150.33
2540,False,False,False,False,False,True,False,4,2.0,64.0,100.0,1.0,108.02
2541,False,True,False,False,False,False,False,4,3.0,257.0,257.0,3.0,1014.32
2542,False,True,False,False,False,False,False,4,3.0,170.0,1200.0,2.0,1014.32
2543,True,False,False,False,False,False,False,3,2.0,400.0,4600.0,2.0,423.88
2544,False,False,True,False,False,False,False,3,1.0,110.0,120.0,1.0,130.0
2545,False,False,True,False,False,False,False,5,2.0,131.0,172.0,1.0,150.0
2546,False,False,False,False,False,True,False,5,2.0,200.0,200.0,2.0,178.0
2547,False,False,False,False,True,False,False,3,2.0,95.0,110.0,1.0,83.0
2548,False,False,False,False,False,True,False,3,2.0,67.0,89.0,1.0,112.11
2549,False,False,False,False,True,False,False,4,2.0,142.0,98.0,2.0,64.0
2550,False,False,False,False,False,True,False,4,4.0,341.0,5000.0,7.0,587.24
2551,False,False,False,False,False,True,False,4,3.0,116.0,173.0,1.0,231.0
2552,False,True,False,False,False,False,False,5,8.0,580.0,1994.0,9.0,1601.55
2553,False,True,False,False,False,False,False,4,3.0,120.0,400.0,6.0,622.83
2554,False,False,False,False,True,False,False,3,1.0,93.0,223.0,2.0,138.8
2555,False,False,False,False,False,False,True,5,2.0,140.0,650.0,4.0,207.06
2556,False,False,False,True,False,False,False,3,3.0,128.0,300.0,2.0,220.3
2557,False,False,False,False,True,False,False,3,1.0,42.0,60.0,1.0,55.0
2558,False,False,False,False,False,True,False,7,2.0,105.0,210.0,3.0,155.0
2559,False,False,False,False,False,True,False,3,2.0,101.0,101.0,1.0,95.0
2560,False,False,False,False,False,True,False,3,3.0,90.0,165.0,3.0,150.0
2561,True,False,False,False,False,False,False,4,2.0,100.0,100.0,2.0,98.0
2562,False,False,False,False,False,True,False,2,1.0,403.0,403.0,3.0,268.0
2563,False,False,True,False,False,False,False,3,2.0,110.0,500.0,2.0,318.53
2564,False,False,False,True,False,False,False,3,3.0,90.0,90.0,1.0,185.07
2565,False,False,False,False,True,False,False,2,1.0,60.0,120.0,1.0,82.78
2566,False,False,False,True,False,False,False,3,3.0,92.0,202.0,1.0,284.72
2567,False,False,False,False,False,True,False,5,3.0,139.0,200.0,2.0,266.92
2568,False,False,False,False,False,False,True,3,2.0,115.0,70.0,3.0,128.0
2569,False,False,False,True,False,False,False,3,3.0,112.0,150.0,6.0,208.2
2570,False,False,False,False,True,False,False,2,1.0,50.0,72.0,1.0,78.3
2571,False,False,False,False,False,False,True,4,1.0,65.0,199.0,2.0,163.71
2572,False,True,False,False,False,False,False,4,4.0,380.0,500.0,3.0,1601.55
2573,False,False,False,False,False,True,False,4,4.0,150.0,326.0,2.0,332.77
2574,False,False,False,False,False,False,True,3,1.0,70.0,130.0,1.0,98.0
2575,False,False,False,False,True,False,False,3,2.0,120.0,390.0,4.0,240.0
2576,False,True,False,False,False,False,False,4,3.0,167.0,470.0,3.0,587.24
2577,False,False,True,False,False,False,False,2,1.0,49.0,127.0,2.0,97.0
2578,False,False,False,False,False,False,True,4,1.0,120.0,303.0,1.0,200.0
2579,False,False,False,False,False,True,False,3,3.0,118.0,94.0,1.0,140.0
2580,False,False,False,False,False,True,False,4,2.0,112.0,200.0,2.0,249.13
2581,False,False,False,False,False,False,True,7,3.0,145.0,110.0,1.0,135.0
2582,False,False,False,False,False,False,True,2,1.0,40.0,97.0,2.0,80.0
2583,False,False,False,False,False,False,True,4,1.0,112.0,168.0,2.0,130.0
2584,False,True,False,False,False,False,False,6,5.0,300.0,870.0,3.0,1167.35
2585,False,False,False,False,False,True,False,3,3.0,121.0,248.0,1.0,238.1
2586,False,False,False,False,False,True,False,3,3.0,138.0,198.0,1.0,231.34
2587,False,False,False,False,False,True,False,4,4.0,121.0,203.0,1.0,238.45
2588,False,False,False,True,False,False,False,5,5.0,330.0,2300.0,8.0,658.42
2589,False,False,False,False,False,False,True,3,2.0,82.0,116.0,2.0,155.0
2590,False,True,False,False,False,False,False,6,4.0,180.0,464.0,2.0,815.01
2591,False,False,False,False,False,False,True,5,3.0,109.0,286.0,4.0,299.31
2592,False,False,False,False,False,True,False,3,3.0,100.0,85.0,1.0,125.0
2593,False,False,False,False,False,True,False,4,3.0,120.0,170.0,2.0,175.9
2594,False,False,False,False,False,False,True,4,3.0,100.0,150.0,2.0,150.0
2595,False,True,False,False,False,False,False,4,2.0,220.0,162.0,2.0,459.11
2596,False,False,False,False,False,True,False,3,2.0,71.0,132.0,1.0,125.0
2597,False,False,False,False,False,False,True,3,2.0,80.0,190.0,3.0,156.6
2598,False,False,False,False,False,True,False,6,6.0,488.0,6860.0,6.0,711.8
2599,False,True,False,False,False,False,False,3,2.0,103.0,264.0,3.0,541.32
2600,False,False,False,True,False,False,False,2,1.0,55.0,55.0,2.0,60.0
2601,False,False,False,False,False,False,True,3,2.0,70.0,146.0,1.0,141.58
2602,True,False,False,False,False,False,False,3,2.0,75.0,78.0,1.0,163.36
2603,False,True,False,False,False,False,False,4,3.0,200.0,312.0,2.0,498.26
2604,False,True,False,False,False,False,False,5,4.0,195.0,300.0,3.0,658.42
2605,False,False,True,False,False,False,False,3,2.0,104.0,190.0,2.0,135.0
2606,False,False,False,True,False,False,False,5,3.0,280.0,280.0,1.0,587.24
2607,False,False,False,False,False,False,True,2,2.0,61.0,120.0,2.0,130.0
2608,False,False,False,False,False,False,True,2,1.0,107.0,100.0,1.0,90.0
2609,False,False,False,True,False,False,False,3,3.0,220.0,220.0,2.0,565.88
2610,False,False,False,False,False,True,False,3,1.0,87.0,110.0,2.0,110.0
2611,False,False,False,False,True,False,False,6,3.0,188.0,336.0,2.0,288.28
2612,False,False,False,True,False,False,False,3,3.0,81.0,100.0,2.0,165.49
2613,False,False,False,False,False,True,False,3,1.0,56.0,230.0,2.0,146.45
2614,False,False,False,False,False,True,False,5,6.0,220.0,631.0,4.0,466.23
2615,False,False,False,False,False,True,False,4,3.0,143.0,190.0,3.0,240.23
2616,False,False,False,True,False,False,False,4,2.0,80.0,125.0,2.0,147.7
2617,False,False,False,True,False,False,False,4,3.0,140.0,140.0,2.0,284.72
2618,False,False,False,False,False,True,False,5,3.0,200.0,260.0,1.0,316.75
2619,False,True,False,False,False,False,False,6,7.0,418.0,318.0,4.0,1170.91
2620,False,False,False,True,False,False,False,3,2.0,44.0,44.0,1.0,45.0
2621,False,False,False,False,False,False,True,3,1.0,46.0,168.0,3.0,160.16
2622,False,False,False,False,False,True,False,4,2.0,90.0,120.0,1.0,188.63
2623,False,False,False,False,False,True,False,4,5.0,260.0,5000.0,8.0,462.31
2624,True,False,False,False,False,False,False,5,5.0,320.0,1500.0,6.0,1049.9
2625,False,False,False,False,False,False,True,3,2.0,120.0,196.0,3.0,169.05
2626,False,False,False,False,False,True,False,3,2.0,48.0,60.0,2.0,65.0
2627,False,False,False,False,False,True,False,5,5.0,162.0,565.0,2.0,551.64
2628,False,False,False,False,False,True,False,2,1.0,56.0,80.0,1.0,71.0
2629,False,False,True,False,False,False,False,3,2.0,82.0,122.0,1.0,133.0
2630,False,False,False,True,False,False,False,6,2.0,215.0,1181.0,5.0,238.45
2631,False,False,False,False,False,True,False,4,2.0,93.0,136.0,4.0,125.0
2632,False,False,False,False,False,False,True,4,1.0,60.0,80.0,1.0,76.0
2633,False,False,False,True,False,False,False,3,1.0,51.0,130.0,2.0,95.0
2634,False,False,False,True,False,False,False,4,3.0,126.0,126.0,2.0,408.93
2635,False,True,False,False,False,False,False,4,4.0,200.0,400.0,3.0,747.39
2636,False,False,False,False,False,True,False,2,1.0,60.0,60.0,1.0,55.0
2637,False,False,False,False,False,True,False,3,3.0,130.0,363.0,2.0,338.1
2638,False,False,False,True,False,False,False,3,1.0,80.0,171.0,1.0,122.36
2639,False,True,False,False,False,False,False,4,3.0,245.0,416.0,3.0,836.36
2640,False,True,False,False,False,False,False,4,3.0,193.0,210.0,2.0,637.06
2641,False,False,False,False,True,False,False,2,1.0,42.0,42.0,2.0,37.0
2642,False,True,False,False,False,False,False,5,3.0,385.0,1280.0,2.0,992.96
2643,False,False,False,False,True,False,False,5,2.0,60.0,85.0,1.0,90.0
2644,False,False,False,True,False,False,False,3,3.0,98.0,98.0,1.0,147.7
2645,False,False,False,False,False,True,False,4,2.0,109.0,110.0,2.0,129.9
2646,False,False,False,False,False,False,True,3,1.0,100.0,710.0,5.0,175.89
2647,False,True,False,False,False,False,False,5,4.0,236.0,450.0,2.0,711.8
2648,False,False,False,True,False,False,False,3,3.0,139.0,412.0,2.0,391.49
2649,False,False,False,True,False,False,False,6,2.0,225.0,1120.0,5.0,238.45
2650,False,False,False,False,False,True,False,3,3.0,127.0,1300.0,7.0,340.0
2651,False,False,False,True,False,False,False,3,2.0,116.0,180.0,2.0,248.77
2652,False,False,False,False,False,True,False,3,1.0,60.0,144.0,1.0,150.0
2653,False,False,False,True,False,False,False,3,2.0,72.0,72.0,1.0,185.07
2654,False,False,True,False,False,False,False,2,1.0,72.0,185.0,2.0,135.0
2655,False,False,False,False,False,True,False,3,2.0,88.0,88.0,1.0,182.0
2656,False,False,False,False,True,False,False,4,3.0,150.0,200.0,2.0,170.0
2657,True,False,False,False,False,False,False,4,4.0,140.0,495.0,3.0,480.46
2658,False,False,False,False,True,False,False,8,3.0,342.0,533.0,3.0,135.0
2659,False,False,False,True,False,False,False,3,3.0,98.0,98.0,1.0,122.96
2660,False,False,False,False,True,False,False,3,2.0,165.0,180.0,2.0,159.37
2661,False,False,False,True,False,False,False,3,2.0,73.0,73.0,2.0,144.14
2662,False,True,False,False,False,False,False,4,3.0,164.0,164.0,2.0,711.44
2663,False,False,False,False,False,True,False,4,2.0,87.0,171.0,2.0,125.81
2664,False,True,False,False,False,False,False,6,4.0,320.0,735.0,3.0,953.81
2665,False,False,False,False,False,False,True,3,3.0,90.0,159.0,1.0,160.0
2666,True,False,False,False,False,False,False,3,1.0,74.0,125.0,1.0,85.7
2667,False,False,False,False,False,False,True,3,2.0,66.0,90.0,1.0,101.08
2668,False,True,False,False,False,False,False,4,4.0,196.0,240.0,8.0,551.64
2669,False,False,False,False,True,False,False,4,1.0,180.0,180.0,2.0,95.0
2670,True,False,False,False,False,False,False,2,1.0,50.0,50.0,1.0,57.0
2671,False,False,False,True,False,False,False,4,4.0,184.0,431.0,2.0,491.14
2672,False,False,False,True,False,False,False,4,4.0,140.0,460.0,5.0,408.93
2673,False,False,False,False,False,False,True,3,2.0,99.0,267.0,3.0,158.0
2674,False,True,False,False,False,False,False,5,4.0,240.0,600.0,3.0,853.8
2675,False,False,True,False,False,False,False,3,2.0,70.0,110.0,2.0,110.33
2676,False,True,False,False,False,False,False,6,4.0,692.0,692.0,7.0,2131.84
2677,False,True,False,False,False,False,False,3,3.0,121.0,252.0,4.0,391.49
2678,False,False,False,False,False,False,True,7,4.0,550.0,5000.0,3.0,266.92
2679,False,False,False,False,True,False,False,3,3.0,70.0,140.0,2.0,115.31
2680,False,False,False,False,False,True,False,4,3.0,60.0,146.0,2.0,150.0
2681,False,True,False,False,False,False,False,5,3.0,114.0,251.0,2.0,319.95
2682,False,False,False,False,False,True,False,3,2.0,79.0,74.0,1.0,85.0
2683,False,False,False,True,False,False,False,4,3.0,110.0,170.0,1.0,167.27
2684,False,False,False,True,False,False,False,3,3.0,524.0,5250.0,5.0,711.8
2685,False,False,False,False,False,True,False,5,4.0,180.0,490.0,2.0,409.28
2686,False,True,False,False,False,False,False,7,7.0,350.0,305.0,5.0,848.96
2687,False,False,False,False,False,False,True,3,1.0,49.0,144.0,3.0,170.0
2688,False,False,False,True,False,False,False,3,3.0,113.0,130.0,2.0,213.54
2689,False,False,False,True,False,False,False,2,2.0,90.0,140.0,1.0,122.79
2690,False,True,False,False,False,False,False,7,5.0,420.0,2200.0,4.0,782.98
2691,False,False,False,False,False,False,True,3,3.0,66.0,141.0,2.0,129.0
2692,False,True,False,False,False,False,False,6,4.0,256.0,585.0,5.0,622.83
2693,True,False,False,False,False,False,False,3,1.0,90.0,120.0,1.0,85.0
2694,False,False,False,False,False,True,False,2,1.0,56.0,90.0,1.0,56.0
2695,False,False,False,False,False,False,True,3,3.0,107.0,143.0,2.0,156.24
2696,False,False,False,False,False,True,False,3,2.0,86.0,86.0,2.0,186.85
2697,False,False,True,False,False,False,False,5,4.0,168.0,440.0,4.0,355.9
2698,False,False,False,False,True,False,False,4,1.0,81.0,180.0,2.0,135.0
2699,False,True,False,False,False,False,False,5,5.0,270.0,538.0,3.0,1031.75
2700,False,True,False,False,False,False,False,5,4.0,470.0,1763.0,6.0,1743.91
2701,False,False,False,True,False,False,False,3,3.0,310.0,820.0,2.0,615.71
2702,False,False,False,True,False,False,False,4,2.0,100.0,80.0,2.0,87.0
2703,False,False,False,False,True,False,False,8,2.0,147.0,175.0,1.0,108.0
2704,False,True,False,False,False,False,False,3,3.0,180.0,300.0,4.0,622.83
2705,False,False,False,True,False,False,False,3,3.0,130.0,280.0,4.0,213.54
2706,False,True,False,False,False,False,False,5,3.0,242.0,1350.0,1.0,818.57
2707,False,False,True,False,False,False,False,4,3.0,100.0,270.0,3.0,180.0
2708,False,False,False,False,True,False,False,6,8.0,562.0,5000.0,5.0,708.24
2709,False,False,False,False,False,False,True,3,1.0,36.0,80.0,1.0,63.0
2710,False,False,False,False,False,True,False,3,1.0,76.0,76.0,2.0,68.0
2711,False,False,False,False,False,True,False,3,1.0,68.0,80.0,1.0,74.0
2712,False,False,True,False,False,False,False,2,2.0,70.0,80.0,2.0,84.0
2713,False,False,False,False,False,True,False,3,2.0,90.0,142.0,1.0,146.63
2714,False,True,False,False,False,False,False,4,3.0,356.0,356.0,10.0,1423.6
2715,False,True,False,False,False,False,False,5,2.0,98.0,128.0,1.0,338.1
2716,False,False,False,False,False,False,True,5,4.0,200.0,250.0,1.0,140.0
2717,False,False,False,False,False,False,True,3,1.0,214.0,100.0,2.0,130.0
2718,False,False,False,False,False,False,True,3,1.0,100.0,113.0,2.0,115.0
2719,False,False,False,False,False,False,True,3,1.0,180.0,285.0,1.0,143.0
2720,False,False,False,False,False,True,False,4,3.0,602.0,602.0,1.0,600.0
2721,False,False,False,False,True,False,False,3,3.0,157.0,463.0,6.0,263.37
2722,False,True,False,False,False,False,False,4,3.0,109.0,70.0,1.0,266.92
2723,False,False,False,True,False,False,False,5,6.0,490.0,5000.0,4.0,918.22
2724,False,True,False,False,False,False,False,5,5.0,210.0,319.0,3.0,637.06
2725,False,False,False,True,False,False,False,3,2.0,62.0,62.0,3.0,142.36
2726,False,True,False,False,False,False,False,4,5.0,250.0,625.0,5.0,996.52
2727,False,False,False,True,False,False,False,4,3.0,129.0,263.0,2.0,274.04
2728,False,False,False,True,False,False,False,4,4.0,250.0,5000.0,6.0,491.14
2729,False,False,False,False,False,True,False,4,3.0,120.0,209.0,4.0,180.0
2730,False,True,False,False,False,False,False,14,4.0,257.0,447.0,2.0,604.67
2731,False,True,False,False,False,False,False,4,4.0,173.0,366.0,10.0,569.44
2732,False,False,False,False,False,True,False,4,3.0,240.0,900.0,3.0,476.91
2733,False,False,False,True,False,False,False,4,2.0,74.0,87.0,1.0,120.0
2734,False,False,False,False,False,True,False,3,1.0,80.0,100.0,1.0,68.0
2735,False,True,False,False,False,False,False,4,3.0,120.0,490.0,2.0,850.0
2736,False,False,False,False,True,False,False,3,1.0,100.0,120.0,1.0,85.0
2737,False,False,False,False,False,True,False,5,4.0,152.0,315.0,2.0,345.22
2738,False,False,False,True,False,False,False,2,2.0,72.0,192.0,5.0,141.65
2739,False,True,False,False,False,False,False,3,1.0,120.0,250.0,2.0,150.0
2740,False,True,False,False,False,False,False,5,4.0,300.0,600.0,4.0,782.98
2741,False,True,False,False,False,False,False,4,3.0,172.0,407.0,1.0,782.98
2742,False,False,False,True,False,False,False,3,1.0,51.0,126.0,1.0,110.33
2743,False,True,False,False,False,False,False,3,2.0,90.0,220.0,1.0,185.0
2744,False,False,False,False,False,False,True,4,2.0,250.0,5000.0,1.0,213.54
2745,False,False,False,False,False,True,False,5,4.0,139.0,530.0,5.0,505.38
2746,False,False,False,False,False,True,False,3,3.0,105.0,300.0,2.0,302.16
2747,False,False,False,False,False,False,True,2,1.0,70.0,92.0,1.0,88.0
2748,False,False,False,False,False,True,False,3,3.0,108.0,340.0,2.0,330.99
2749,False,False,False,False,False,True,False,3,2.0,50.0,80.0,1.0,57.0
2750,False,False,False,False,False,True,False,4,3.0,109.0,153.0,1.0,170.73
2751,False,False,False,False,True,False,False,3,1.0,79.0,139.0,2.0,125.56
2752,False,False,False,True,False,False,False,4,3.0,350.0,4000.0,8.0,854.16
2753,False,True,False,False,False,False,False,5,6.0,530.0,4300.0,6.0,2313.35
2754,False,False,False,False,False,True,False,3,1.0,100.0,80.0,1.0,90.0
2755,False,False,False,True,False,False,False,5,4.0,301.0,5002.0,12.0,708.24
2756,False,True,False,False,False,False,False,4,5.0,253.0,754.0,4.0,1064.14
2757,False,False,False,False,False,True,False,3,2.0,77.0,200.0,1.0,165.0
2758,False,True,False,False,False,False,False,6,5.0,234.0,603.0,2.0,675.85
2759,False,False,False,False,True,False,False,3,1.0,87.0,100.0,1.0,95.0
2760,False,True,False,False,False,False,False,3,1.0,60.0,160.0,2.0,160.0
2761,False,False,False,True,False,False,False,6,3.0,160.0,250.0,1.0,85.0
2762,False,True,False,False,False,False,False,3,2.0,140.0,230.0,2.0,419.96
2763,False,False,False,True,False,False,False,3,2.0,60.0,120.0,1.0,80.0
2764,False,False,False,False,True,False,False,2,1.0,56.0,90.0,1.0,110.0
2765,False,False,False,False,False,True,False,3,1.0,80.0,100.0,1.0,85.0
2766,False,False,False,False,False,True,False,2,2.0,80.0,100.0,1.0,78.0
2767,False,False,False,True,False,False,False,4,2.0,85.0,90.0,1.0,100.0
2768,False,False,False,False,False,False,True,3,3.0,77.0,136.0,2.0,166.92
2769,False,False,False,False,True,False,False,6,3.0,300.0,500.0,3.0,200.0
2770,False,True,False,False,False,False,False,4,4.0,196.0,282.0,4.0,551.64
2771,False,False,False,True,False,False,False,3,3.0,102.0,298.0,2.0,230.98
2772,False,True,False,False,False,False,False,5,4.0,314.0,568.0,5.0,818.57
2773,False,False,False,True,False,False,False,6,6.0,261.0,5000.0,5.0,516.05
2774,False,False,False,False,False,True,False,4,4.0,326.0,1900.0,3.0,889.75
2775,False,False,False,True,False,False,False,3,4.0,151.0,384.0,2.0,512.5
2776,False,False,False,True,False,False,False,3,3.0,150.0,530.0,2.0,530.29
2777,False,False,False,False,False,True,False,4,2.0,80.0,100.0,1.0,58.0
2778,False,True,False,False,False,False,False,5,4.0,290.0,790.0,4.0,1014.32
2779,False,False,False,True,False,False,False,3,1.0,84.0,68.0,1.0,57.0
2780,False,True,False,False,False,False,False,4,1.0,110.0,180.0,1.0,200.0
2781,False,False,False,False,False,True,False,3,1.0,60.0,162.0,1.0,113.89
2782,False,False,False,False,False,True,False,2,1.0,42.0,57.0,1.0,62.0
2783,False,False,False,True,False,False,False,3,3.0,140.0,404.0,2.0,462.31
2784,False,True,False,False,False,False,False,4,2.0,108.0,106.0,1.0,335.0
2785,False,False,False,False,False,True,False,4,3.0,110.0,270.0,1.0,142.0
2786,False,False,False,True,False,False,False,6,7.0,360.0,5000.0,5.0,530.29
2787,False,True,False,False,False,False,False,7,3.0,140.0,160.0,2.0,230.0
2788,False,False,True,False,False,False,False,3,3.0,106.0,195.0,2.0,181.51
2789,False,False,False,True,False,False,False,4,2.0,74.0,87.0,1.0,65.0
2790,False,True,False,False,False,False,False,3,1.0,65.0,160.0,2.0,165.0
2791,False,True,False,False,False,False,False,5,4.0,240.0,350.0,2.0,782.98
2792,False,True,False,False,False,False,False,4,4.0,250.0,700.0,4.0,800.78
2793,False,False,False,True,False,False,False,3,4.0,160.0,541.0,3.0,524.95
2794,False,True,False,False,False,False,False,4,4.0,301.0,1102.0,6.0,1245.65
2795,False,False,True,False,False,False,False,5,4.0,200.0,54000.0,10.0,231.34
2796,False,False,False,False,True,False,False,9,5.0,500.0,330.0,2.0,240.0
2797,False,True,False,False,False,False,False,3,3.0,160.0,292.0,3.0,480.11
2798,False,True,False,False,False,False,False,3,2.0,120.0,250.0,2.0,430.0
2799,False,False,False,True,False,False,False,2,1.0,85.0,100.0,1.0,87.0
2800,False,False,False,False,False,True,False,4,2.0,117.0,89.0,2.0,93.0
2801,False,True,False,False,False,False,False,5,5.0,450.0,1800.0,2.0,1316.83
2802,False,True,False,False,False,False,False,3,1.0,90.0,350.0,2.0,497.9
2803,False,False,False,False,False,True,False,2,1.0,80.0,100.0,2.0,110.0
2804,False,True,False,False,False,False,False,3,3.0,140.0,280.0,3.0,348.43
2805,False,False,False,False,False,False,True,4,2.0,93.0,214.0,2.0,150.0
2806,False,False,False,False,False,False,True,2,1.0,54.0,120.0,2.0,65.0
2807,False,False,False,False,True,False,False,4,3.0,110.0,210.0,2.0,177.59
2808,False,False,False,False,False,False,True,2,1.0,53.0,73.0,1.0,79.0
2809,False,False,False,False,True,False,False,4,2.0,135.0,132.0,1.0,100.0
2810,True,False,False,False,False,False,False,11,3.0,275.0,313.0,1.0,665.53
2811,False,False,False,False,False,False,True,4,3.0,109.0,128.0,2.0,142.0
2812,False,True,False,False,False,False,False,3,1.0,75.0,300.0,3.0,205.0
2813,True,False,False,False,False,False,False,3,2.0,87.0,110.0,1.0,229.91
2814,False,False,False,False,False,True,False,3,1.0,60.0,60.0,1.0,50.0
2815,False,False,True,False,False,False,False,3,3.0,110.0,500.0,2.0,319.95
2816,False,False,False,False,False,False,True,4,1.0,75.0,160.0,1.0,85.0
2817,False,False,False,False,False,True,False,5,3.0,80.0,200.0,1.0,130.0
2818,False,False,False,False,False,True,False,2,1.0,56.0,90.0,1.0,55.0
2819,False,False,False,False,False,True,False,3,3.0,132.0,160.0,2.0,169.0
2820,False,False,False,False,False,False,True,3,3.0,90.0,178.0,2.0,150.0
2821,False,False,False,False,False,True,False,3,1.0,85.0,150.0,1.0,185.07
2822,False,True,False,False,False,False,False,3,4.0,260.0,260.0,6.0,818.57
2823,False,False,False,False,True,False,False,4,3.0,190.0,200.0,2.0,110.0
2824,False,True,False,False,False,False,False,7,3.0,331.0,387.0,4.0,950.25
2825,False,True,False,False,False,False,False,5,4.0,170.0,370.0,2.0,658.42
2826,False,True,False,False,False,False,False,5,6.0,600.0,1650.0,6.0,2128.28
2827,False,False,False,False,False,True,False,3,3.0,82.0,120.0,1.0,150.0
2828,False,False,False,False,False,False,True,3,2.0,70.0,146.0,1.0,141.58
2829,False,False,False,False,False,False,True,4,2.0,70.0,145.0,2.0,132.5
2830,False,False,False,True,False,False,False,4,2.0,66.0,90.0,1.0,90.0
2831,False,False,False,True,False,False,False,4,4.0,255.0,731.0,5.0,704.68
2832,False,False,False,True,False,False,False,3,2.0,70.0,210.0,2.0,135.24
2833,False,True,False,False,False,False,False,4,4.0,320.0,1200.0,6.0,1245.65
2834,False,True,False,False,False,False,False,4,4.0,143.0,244.0,2.0,533.85
2835,False,True,False,False,False,False,False,4,4.0,300.0,300.0,3.0,996.52
2836,False,False,False,False,False,False,True,3,2.0,151.0,59.0,2.0,129.9
2837,False,False,True,False,False,False,False,4,5.0,140.0,306.0,3.0,185.0
2838,False,False,False,False,False,False,True,3,3.0,73.0,160.0,1.0,129.9
2839,False,False,False,False,False,True,False,4,2.0,95.0,109.0,2.0,177.24
2840,False,False,False,False,False,False,True,3,3.0,96.0,121.0,1.0,138.0
2841,False,False,False,False,True,False,False,3,1.0,43.0,60.0,1.0,55.0
2842,False,False,False,True,False,False,False,3,3.0,88.0,120.0,2.0,145.0
